United States life table functions and actuarial functions at 2.3 percent interest
based on the historical mortality probabilities used in the 2024 Trustees Report.
Males
,,,,,,,o,,,,,..,    ..    (12)
1918,83,0.155983,6767,1055,6239,32004,4.73,1025,913,0.8911,4965,4.8445,52.63
1918,84,0.162923,5711,930,5246,25765,4.51,846,757,0.8952,3940,4.6597,50.42
1918,85,0.170099,4781,813,4374,20519,4.29,692,622,0.8994,3095,4.4726,48.17
1918,86,0.178539,3967,708,3613,16145,4.07,561,507,0.9038,2403,4.2806,45.87
1918,87,0.188853,3259,615,2951,12532,3.85,451,409,0.9081,1841,4.0854,43.53
1918,88,0.201182,2644,532,2378,9580,3.62,357,326,0.9125,1391,3.8913,41.20
1918,89,0.215252,2112,455,1884,7203,3.41,279,256,0.9168,1033,3.7027,38.93
1918,90,0.230663,1657,382,1466,5318,3.21,214,197,0.9208,754,3.5232,36.78
1918,91,0.246956,1275,315,1118,3852,3.02,161,149,0.9246,540,3.3552,34.76
1918,92,0.263675,960,253,834,2735,2.85,119,110,0.9281,379,3.1995,32.89
1918,93,0.280423,707,198,608,1901,2.69,85,79,0.9313,261,3.0558,31.17
1918,94,0.296835,509,151,433,1293,2.54,60,56,0.9343,175,2.9226,29.57
1918,95,0.313702,358,112,302,860,2.40,41,39,0.9371,115,2.7972,28.07
1918,96,0.330992,245,81,205,559,2.28,28,26,0.9398,74,2.6788,26.65
1918,97,0.348670,164,57,136,354,2.15,18,17,0.9423,46,2.5672,25.31
1918,98,0.366698,107,39,87,218,2.04,12,11,0.9447,28,2.4615,24.04
1918,99,0.385033,68,26,55,131,1.93,7,7,0.9469,17,2.3607,22.83
1918,100,0.404285,42,17,33,76,1.83,4,4,0.9491,10,2.2636,21.66
1918,101,0.424499,25,11,20,43,1.72,2,2,0.9512,5,2.1700,20.54
1918,102,0.445724,14,6,11,23,1.63,1,1,0.9532,3,2.0797,19.46
1918,103,0.468010,8,4,6,12,1.54,1,1,0.9552,2,1.9927,18.41
1918,104,0.491410,4,2,3,6,1.45,0,0,0.9571,1,1.9090,17.41
1918,105,0.515981,2,1,2,3,1.36,0,0,0.9589,0,1.8284,16.44
1918,106,0.541780,1,1,1,1,1.28,0,0,0.9606,0,1.7508,15.51
1918,107,0.568869,0,0,0,1,1.20,0,0,0.9623,0,1.6761,14.61
1918,108,0.597312,0,0,0,0,1.13,0,0,0.9639,0,1.6044,13.75
1918,109,0.627178,0,0,0,0,1.05,0,0,0.9655,0,1.5354,12.92
1918,110,0.658537,0,0,0,0,0.98,0,0,0.9670,0,1.4691,12.13
1918,111,0.691464,0,0,0,0,0.92,0,0,0.9684,0,1.4054,11.37
1918,112,0.726037,0,0,0,0,0.85,0,0,0.9698,0,1.3443,10.63
1918,113,0.762339,0,0,0,0,0.79,0,0,0.9711,0,1.2856,9.93
1918,114,0.800456,0,0,0,0,0.74,0,0,0.9724,0,1.2292,9.25
1918,115,0.840479,0,0,0,0,0.68,0,0,0.9736,0,1.1752,8.60
1918,116,0.882503,0,0,0,0,0.63,0,0,0.9747,0,1.1233,7.98
1918,117,0.926628,0,0,0,0,0.58,0,0,0.9759,0,1.0736,7.38
1918,118,0.972959,0,0,0,0,0.53,0,0,0.9769,0,1.0264,6.82
1918,119,1.000000,0,0,0,0,0.50,0,0,0.9775,0,1.0000,6.50
1919,0,0.084670,100000,8467,93607,5419336,54.19,100000,35955,0.3596,2848607,28.4861,336.33
1919,1,0.017847,91533,1634,90716,5325729,58.18,89475,27678,0.3093,2748607,30.7193,363.13
1919,2,0.009285,89899,835,89482,5235012,58.23,85902,26117,0.3040,2659132,30.9553,365.96
1919,3,0.006474,89065,577,88776,5145530,57.77,83191,25338,0.3046,2573230,30.9315,365.68
1919,4,0.005181,88488,458,88259,5056754,57.15,80794,24811,0.3071,2490039,30.8194,364.33
1919,5,0.004283,88030,377,87841,4968495,56.44,78569,24402,0.3106,2409244,30.6641,362.47
1919,6,0.003577,87653,314,87496,4880654,55.68,76473,24073,0.3148,2330675,30.4769,360.22
1919,7,0.003034,87339,265,87206,4793159,54.88,74487,23806,0.3196,2254202,30.2632,357.66
1919,8,0.002629,87074,229,86959,4705952,54.05,72591,23585,0.3249,2179715,30.0273,354.83
1919,9,0.002348,86845,204,86743,4618993,53.19,70772,23398,0.3306,2107124,29.7732,351.78
1919,10,0.002193,86641,190,86546,4532250,52.31,69019,23236,0.3367,2036352,29.5043,348.55
1919,11,0.002178,86451,188,86357,4445703,51.42,67319,23088,0.3430,1967333,29.2240,345.19
1919,12,0.002320,86263,200,86163,4359346,50.54,65662,22944,0.3494,1900014,28.9362,341.73
1919,13,0.002622,86063,226,85950,4273184,49.65,64037,22796,0.3560,1834351,28.6451,338.24
1919,14,0.003046,85837,261,85706,4187234,48.78,62433,22631,0.3625,1770314,28.3553,334.76
1919,15,0.003558,85576,304,85423,4101528,47.93,60844,22446,0.3689,1707881,28.0700,331.34
1919,16,0.004089,85271,349,85097,4016104,47.10,59264,22234,0.3752,1647037,27.7915,328.00
1919,17,0.004578,84922,389,84728,3931008,46.29,57695,21997,0.3813,1587773,27.5202,324.74
1919,18,0.004979,84534,421,84323,3846279,45.50,56139,21739,0.3872,1530079,27.2550,321.56
1919,19,0.005308,84113,446,83890,3761956,44.73,54604,21466,0.3931,1473939,26.9932,318.42
1919,20,0.005648,83666,473,83430,3678067,43.96,53093,21182,0.3990,1419335,26.7330,315.30
1919,21,0.005997,83194,499,82944,3594637,43.21,51606,20889,0.4048,1366242,26.4743,312.19
1919,22,0.006271,82695,519,82436,3511692,42.47,50143,20587,0.4106,1314636,26.2175,309.11
1919,23,0.006445,82176,530,81911,3429257,41.73,48709,20279,0.4163,1264492,25.9603,306.02
1919,24,0.006550,81647,535,81379,3347345,41.00,47307,19972,0.4222,1215783,25.7000,302.90
1919,25,0.006612,81112,536,80844,3265966,40.26,45940,19670,0.4282,1168477,25.4347,299.72
1919,26,0.006688,80576,539,80306,3185122,39.53,44610,19373,0.4343,1122536,25.1631,296.46
1919,27,0.006820,80037,546,79764,3104816,38.79,43316,19081,0.4405,1077926,24.8853,293.12
1919,28,0.007039,79491,560,79211,3025053,38.06,42053,18792,0.4469,1034610,24.6024,289.73
1919,29,0.007316,78931,577,78643,2945842,37.32,40818,18503,0.4533,992557,24.3164,286.30
1919,30,0.007614,78354,597,78055,2867199,36.59,39609,18211,0.4598,951739,24.0285,282.84
1919,31,0.007880,77757,613,77451,2789144,35.87,38423,17916,0.4663,912130,23.7389,279.37
1919,32,0.008087,77144,624,76833,2711693,35.15,37264,17620,0.4729,873706,23.4467,275.86
1919,33,0.008210,76521,628,76207,2634860,34.43,36131,17326,0.4795,836443,23.1501,272.30
1919,34,0.008275,75892,628,75578,2558654,33.71,35029,17036,0.4863,800312,22.8472,268.67
1919,35,0.008329,75264,627,74951,2483075,32.99,33958,16752,0.4933,765283,22.5361,264.93
1919,36,0.008412,74638,628,74324,2408124,32.26,32918,16476,0.5005,731325,22.2165,261.10
1919,37,0.008525,74010,631,73694,2333801,31.53,31907,16205,0.5079,698407,21.8886,257.16
1919,38,0.008684,73379,637,73060,2260106,30.80,30924,15939,0.5154,666499,21.5528,253.13
1919,39,0.008885,72742,646,72418,2187046,30.07,29966,15677,0.5231,635575,21.2097,249.02
1919,40,0.009113,72095,657,71767,2114628,29.33,29032,15416,0.5310,605609,20.8598,244.82
1919,41,0.009357,71438,668,71104,2042861,28.60,28121,15158,0.5390,576577,20.5035,240.54
1919,42,0.009619,70770,681,70429,1971757,27.86,27232,14901,0.5472,548456,20.1405,236.19
1919,43,0.009897,70089,694,69742,1901328,27.13,26363,14645,0.5555,521224,19.7709,231.75
1919,44,0.010200,69395,708,69042,1831585,26.39,25515,14390,0.5640,494861,19.3946,227.23
1919,45,0.010558,68688,725,68325,1762544,25.66,24687,14135,0.5726,469346,19.0116,222.64
1919,46,0.010971,67962,746,67590,1694219,24.93,23878,13880,0.5813,444658,18.6224,217.97
1919,47,0.011416,67217,767,66833,1626629,24.20,23085,13624,0.5902,420781,18.2277,213.23
1919,48,0.011890,66450,790,66055,1559796,23.47,22308,13367,0.5992,397696,17.8275,208.43
1919,49,0.012415,65659,815,65252,1493741,22.75,21547,13107,0.6083,375388,17.4216,203.56
1919,50,0.012980,64844,842,64423,1428489,22.03,20801,12846,0.6176,353841,17.0105,198.63
1919,51,0.013643,64003,873,63566,1364066,21.31,20070,12582,0.6269,333039,16.5941,193.63
1919,52,0.014485,63129,914,62672,1300500,20.60,19351,12314,0.6364,312970,16.1735,188.58
1919,53,0.015545,62215,967,61731,1237828,19.90,18642,12040,0.6459,293619,15.7506,183.51
1919,54,0.016783,61248,1028,60734,1176096,19.20,17939,11757,0.6554,274977,15.3282,178.44
1919,55,0.018204,60220,1096,59672,1115362,18.52,17242,11463,0.6648,257038,14.9079,173.39
1919,56,0.019683,59124,1164,58542,1055690,17.86,16547,11156,0.6742,239796,14.4916,168.40
1919,57,0.021063,57960,1221,57350,997149,17.20,15857,10838,0.6835,223249,14.0790,163.45
1919,58,0.022270,56739,1264,56107,939799,16.56,15174,10511,0.6927,207392,13.6677,158.51
1919,59,0.023413,55476,1299,54826,883692,15.93,14502,10181,0.7020,192218,13.2542,153.55
1919,60,0.024648,54177,1335,53509,828865,15.30,13844,9849,0.7114,177716,12.8366,148.54
1919,61,0.026158,52841,1382,52150,775356,14.67,13200,9515,0.7209,163871,12.4149,143.48
1919,62,0.028025,51459,1442,50738,723206,14.05,12565,9178,0.7304,150672,11.9911,138.39
1919,63,0.030342,50017,1518,49258,672468,13.44,11939,8834,0.7399,138106,11.5681,133.32
1919,64,0.033058,48499,1603,47698,623210,12.85,11316,8479,0.7493,126168,11.1494,128.29
1919,65,0.036056,46896,1691,46051,575512,12.27,10696,8114,0.7586,114852,10.7378,123.35
1919,66,0.039259,45205,1775,44318,529461,11.71,10079,7737,0.7677,104156,10.3344,118.51
1919,67,0.042708,43431,1855,42503,485143,11.17,9465,7350,0.7765,94077,9.9393,113.77
1919,68,0.046389,41576,1929,40611,442640,10.65,8857,6955,0.7852,84612,9.5529,109.13
1919,69,0.050324,39647,1995,38649,402029,10.14,8256,6553,0.7937,75755,9.1753,104.60
1919,70,0.054673,37652,2059,36623,363379,9.65,7665,6147,0.8020,67498,8.8065,100.18
1919,71,0.059365,35593,2113,34537,326757,9.18,7083,5737,0.8101,59834,8.4479,95.87
1919,72,0.064184,33480,2149,32406,292220,8.73,6512,5326,0.8179,52751,8.1000,91.70
1919,73,0.069066,31331,2164,30249,259814,8.29,5957,4918,0.8255,46239,7.7615,87.64
1919,74,0.074161,29167,2163,28086,229565,7.87,5421,4516,0.8329,40281,7.4302,83.66
1919,75,0.079524,27004,2148,25931,201479,7.46,4906,4123,0.8403,34860,7.1050,79.76
1919,76,0.085490,24857,2125,23794,175548,7.06,4415,3741,0.8475,29953,6.7850,75.92
1919,77,0.092414,22732,2101,21682,151754,6.68,3946,3372,0.8545,25539,6.4713,72.16
1919,78,0.100491,20631,2073,19595,130072,6.30,3501,3016,0.8613,21592,6.1670,68.50
1919,79,0.109498,18558,2032,17542,110478,5.95,3079,2672,0.8679,18091,5.8764,65.02
1919,80,0.119273,16526,1971,15540,92936,5.62,2680,2342,0.8741,15012,5.6019,61.72
1919,81,0.129335,14555,1882,13614,77395,5.32,2307,2030,0.8798,12333,5.3453,58.64
1919,82,0.139282,12672,1765,11790,63782,5.03,1964,1738,0.8852,10025,5.1056,55.77
1919,83,0.148879,10907,1624,10095,51992,4.77,1652,1471,0.8903,8062,4.8797,53.06
1919,84,0.158446,9283,1471,8548,41897,4.51,1375,1230,0.8952,6410,4.6632,50.46
1919,85,0.168471,7813,1316,7154,33349,4.27,1131,1018,0.8999,5035,4.4530,47.94
1919,86,0.179357,6496,1165,5914,26194,4.03,919,831,0.9045,3904,4.2481,45.48
1919,87,0.191335,5331,1020,4821,20281,3.80,737,670,0.9090,2985,4.0490,43.09
1919,88,0.204449,4311,881,3870,15459,3.59,583,532,0.9133,2248,3.8572,40.79
1919,89,0.218582,3430,750,3055,11589,3.38,453,416,0.9174,1665,3.6741,38.59
1919,90,0.233567,2680,626,2367,8534,3.18,346,319,0.9213,1212,3.5008,36.51
1919,91,0.249213,2054,512,1798,6167,3.00,259,240,0.9250,866,3.3379,34.56
1919,92,0.265329,1542,409,1338,4369,2.83,190,177,0.9284,606,3.1856,32.73
1919,93,0.281744,1133,319,973,3031,2.68,137,127,0.9316,416,3.0433,31.02
1919,94,0.298299,814,243,692,2058,2.53,96,90,0.9346,279,2.9103,29.42
1919,95,0.315304,571,180,481,1366,2.39,66,62,0.9374,183,2.7850,27.92
1919,96,0.332726,391,130,326,885,2.26,44,41,0.9400,118,2.6669,26.50
1919,97,0.350528,261,91,215,559,2.14,29,27,0.9425,73,2.5556,25.17
1919,98,0.368668,169,62,138,343,2.03,18,17,0.9449,45,2.4502,23.90
1919,99,0.387101,107,41,86,205,1.92,11,11,0.9472,26,2.3499,22.70
1919,100,0.406456,66,27,52,119,1.81,7,6,0.9493,15,2.2532,21.54
1919,101,0.426779,39,17,31,67,1.71,4,4,0.9514,8,2.1599,20.42
1919,102,0.448118,22,10,17,36,1.62,2,2,0.9535,5,2.0700,19.34
1919,103,0.470524,12,6,9,19,1.53,1,1,0.9554,2,1.9834,18.30
1919,104,0.494050,7,3,5,9,1.44,1,1,0.9573,1,1.9000,17.30
1919,105,0.518753,3,2,2,4,1.35,0,0,0.9591,1,1.8197,16.34
1919,106,0.544690,2,1,1,2,1.27,0,0,0.9608,0,1.7424,15.41
1919,107,0.571925,1,0,1,1,1.19,0,0,0.9625,0,1.6681,14.52
1919,108,0.600521,0,0,0,0,1.12,0,0,0.9641,0,1.5967,13.66
1919,109,0.630547,0,0,0,0,1.05,0,0,0.9656,0,1.5280,12.84
1919,110,0.662075,0,0,0,0,0.98,0,0,0.9671,0,1.4620,12.04
1919,111,0.695178,0,0,0,0,0.91,0,0,0.9686,0,1.3986,11.28
1919,112,0.729937,0,0,0,0,0.85,0,0,0.9699,0,1.3377,10.55
1919,113,0.766434,0,0,0,0,0.79,0,0,0.9712,0,1.2793,9.85
1919,114,0.804756,0,0,0,0,0.73,0,0,0.9725,0,1.2232,9.18
1919,115,0.844994,0,0,0,0,0.67,0,0,0.9737,0,1.1694,8.53
1919,116,0.887243,0,0,0,0,0.62,0,0,0.9749,0,1.1177,7.91
1919,117,0.931606,0,0,0,0,0.57,0,0,0.9760,0,1.0683,7.32
1919,118,0.978186,0,0,0,0,0.52,0,0,0.9770,0,1.0213,6.76
1919,119,1.000000,0,0,0,0,0.50,0,0,0.9775,0,1.0000,6.50
1920,0,0.085936,100000,8594,93479,5450842,54.51,100000,35710,0.3571,2859497,28.5950,337.64
1920,1,0.018848,91406,1723,90545,5357363,58.61,89351,27310,0.3056,2759497,30.8837,365.10
1920,2,0.009793,89684,878,89244,5266818,58.73,85696,25664,0.2995,2670146,31.1583,368.40
1920,3,0.006823,88805,606,88502,5177574,58.30,82949,24843,0.2995,2584450,31.1570,368.38
1920,4,0.005458,88199,481,87959,5089071,57.70,80531,24290,0.3016,2501501,31.0626,367.25
1920,5,0.004379,87718,384,87526,5001113,57.01,78291,23860,0.3048,2420970,30.9228,365.57
1920,6,0.003538,87334,309,87179,4913587,56.26,76195,23525,0.3087,2342679,30.7457,363.45
1920,7,0.002917,87025,254,86898,4826407,55.46,74219,23262,0.3134,2266484,30.5379,360.95
1920,8,0.002493,86771,216,86663,4739509,54.62,72339,23050,0.3186,2192265,30.3056,358.17
1920,9,0.002247,86555,195,86457,4652846,53.76,70536,22874,0.3243,2119926,30.0546,355.16
1920,10,0.002157,86360,186,86267,4566389,52.88,68795,22719,0.3302,2049390,29.7898,351.98
1920,11,0.002203,86174,190,86079,4480122,51.99,67103,22574,0.3364,1980595,29.5156,348.69
1920,12,0.002362,85984,203,85883,4394043,51.10,65450,22429,0.3427,1913492,29.2359,345.33
1920,13,0.002614,85781,224,85669,4308160,50.22,63827,22278,0.3490,1848042,28.9537,341.94
1920,14,0.002938,85557,251,85431,4222492,49.35,62229,22115,0.3554,1784214,28.6716,338.56
1920,15,0.003339,85305,285,85163,4137060,48.50,60652,21936,0.3617,1721985,28.3915,335.20
1920,16,0.003776,85020,321,84860,4051898,47.66,59090,21738,0.3679,1661334,28.1153,331.88
1920,17,0.004179,84699,354,84522,3967038,46.84,57543,21520,0.3740,1602244,27.8441,328.63
1920,18,0.004512,84345,381,84155,3882515,46.03,56014,21285,0.3800,1544700,27.5768,325.42
1920,19,0.004784,83965,402,83764,3798360,45.24,54508,21038,0.3860,1488686,27.3113,322.24
1920,20,0.005073,83563,424,83351,3714596,44.45,53028,20783,0.3919,1434178,27.0458,319.05
1920,21,0.005368,83139,446,82916,3631245,43.68,51572,20520,0.3979,1381150,26.7808,315.87
1920,22,0.005576,82693,461,82462,3548328,42.91,50142,20250,0.4038,1329578,26.5161,312.69
1920,23,0.005671,82232,466,81999,3465866,42.15,48742,19976,0.4098,1279435,26.2493,309.49
1920,24,0.005688,81766,465,81533,3383867,41.38,47376,19706,0.4160,1230693,25.9773,306.23
1920,25,0.005661,81301,460,81070,3302334,40.62,46047,19443,0.4222,1183318,25.6980,302.88
1920,26,0.005661,80840,458,80612,3221264,39.85,44757,19188,0.4287,1137271,25.4099,299.42
1920,27,0.005747,80383,462,80152,3140652,39.07,43503,18940,0.4354,1092514,25.1135,295.86
1920,28,0.005960,79921,476,79683,3060500,38.29,42281,18696,0.4422,1049010,24.8106,292.23
1920,29,0.006261,79444,497,79196,2980818,37.52,41084,18450,0.4491,1006730,24.5043,288.55
1920,30,0.006595,78947,521,78687,2901622,36.75,39909,18198,0.4560,965646,24.1964,284.86
1920,31,0.006893,78426,541,78156,2822935,35.99,38754,17941,0.4629,925737,23.8875,281.15
1920,32,0.007134,77886,556,77608,2744779,35.24,37622,17680,0.4699,886983,23.5764,277.42
1920,33,0.007290,77330,564,77048,2667171,34.49,36513,17417,0.4770,849362,23.2616,273.64
1920,34,0.007384,76766,567,76483,2590123,33.74,35432,17157,0.4842,812848,22.9409,269.79
1920,35,0.007478,76200,570,75915,2513640,32.99,34380,16901,0.4916,777416,22.6125,265.85
1920,36,0.007601,75630,575,75342,2437725,32.23,33356,16650,0.4992,743036,22.2761,261.81
1920,37,0.007732,75055,580,74765,2362383,31.48,32358,16402,0.5069,709680,21.9322,257.69
1920,38,0.007877,74475,587,74181,2287618,30.72,31386,16158,0.5148,677322,21.5805,253.47
1920,39,0.008043,73888,594,73591,2213437,29.96,30439,15916,0.5229,645937,21.2210,249.15
1920,40,0.008230,73294,603,72992,2139847,29.20,29515,15677,0.5311,615498,20.8538,244.75
1920,41,0.008448,72690,614,72383,2066855,28.43,28614,15439,0.5396,585983,20.4790,240.25
1920,42,0.008714,72076,628,71762,1994471,27.67,27734,15203,0.5482,557369,20.0968,235.66
1920,43,0.009039,71448,646,71125,1922709,26.91,26874,14967,0.5569,529635,19.7078,230.99
1920,44,0.009421,70802,667,70469,1851584,26.15,26033,14729,0.5658,502761,19.3126,226.25
1920,45,0.009862,70135,692,69790,1781115,25.40,25208,14489,0.5748,476728,18.9120,221.44
1920,46,0.010354,69444,719,69084,1711325,24.64,24398,14246,0.5839,451520,18.5065,216.58
1920,47,0.010891,68725,748,68350,1642241,23.90,23602,14000,0.5931,427122,18.0965,211.66
1920,48,0.011468,67976,780,67586,1573891,23.15,22821,13748,0.6025,403520,17.6823,206.69
1920,49,0.012101,67197,813,66790,1506304,22.42,22052,13492,0.6119,380699,17.2640,201.67
1920,50,0.012791,66383,849,65959,1439514,21.68,21295,13232,0.6213,358648,16.8419,196.60
1920,51,0.013570,65534,889,65090,1373556,20.96,20550,12965,0.6309,337353,16.4162,191.49
1920,52,0.014477,64645,936,64177,1308466,20.24,19815,12693,0.6405,316803,15.9877,186.35
1920,53,0.015536,63709,990,63214,1244289,19.53,19089,12412,0.6502,296987,15.5577,181.19
1920,54,0.016726,62719,1049,62195,1181074,18.83,18370,12122,0.6599,277898,15.1275,176.03
1920,55,0.018090,61670,1116,61113,1118880,18.14,17657,11822,0.6695,259527,14.6983,170.88
1920,56,0.019536,60555,1183,59963,1057767,17.47,16948,11510,0.6791,241870,14.2715,165.76
1920,57,0.020923,59372,1242,58751,997804,16.81,16243,11186,0.6887,224923,13.8473,160.67
1920,58,0.022191,58129,1290,57485,939053,16.15,15546,10854,0.6982,208680,13.4236,155.58
1920,59,0.023442,56840,1332,56173,881569,15.51,14859,10517,0.7078,193134,12.9978,150.47
1920,60,0.024811,55507,1377,54818,825395,14.87,14184,10176,0.7174,178275,12.5684,145.32
1920,61,0.026466,54130,1433,53414,770577,14.24,13521,9832,0.7272,164091,12.1356,140.13
1920,62,0.028495,52697,1502,51947,717163,13.61,12868,9482,0.7369,150569,11.7014,134.92
1920,63,0.030987,51196,1586,50402,665217,12.99,12220,9124,0.7466,137701,11.2686,129.72
1920,64,0.033899,49609,1682,48768,614814,12.39,11575,8754,0.7563,125482,10.8407,124.59
1920,65,0.037141,47928,1780,47038,566046,11.81,10931,8370,0.7657,113906,10.4203,119.54
1920,66,0.040629,46148,1875,45210,519008,11.25,10289,7973,0.7750,102975,10.0087,114.60
1920,67,0.044368,44273,1964,43290,473798,10.70,9649,7565,0.7840,92687,9.6062,109.77
1920,68,0.048335,42308,2045,41286,430508,10.18,9013,7146,0.7929,83038,9.2129,105.05
1920,69,0.052577,40263,2117,39205,389222,9.67,8385,6720,0.8015,74025,8.8285,100.44
1920,70,0.057275,38146,2185,37054,350017,9.18,7765,6290,0.8100,65640,8.4530,95.94
1920,71,0.062406,35962,2244,34839,312963,8.70,7156,5855,0.8182,57875,8.0876,91.55
1920,72,0.067791,33717,2286,32574,278124,8.25,6559,5418,0.8261,50719,7.7332,87.30
1920,73,0.073393,31432,2307,30278,245549,7.81,5976,4984,0.8339,44160,7.3890,83.17
1920,74,0.079342,29125,2311,27969,215271,7.39,5413,4555,0.8414,38184,7.0536,79.14
1920,75,0.085576,26814,2295,25667,187302,6.99,4872,4135,0.8488,32770,6.7266,75.22
1920,76,0.092459,24519,2267,23386,161635,6.59,4355,3727,0.8560,27899,6.4065,71.38
1920,77,0.100489,22252,2236,21134,138250,6.21,3863,3334,0.8630,23544,6.0943,67.63
1920,78,0.109890,20016,2200,18916,117115,5.85,3397,2954,0.8697,19681,5.7937,64.02
1920,79,0.120347,17817,2144,16744,98199,5.51,2956,2590,0.8761,16284,5.5094,60.61
1920,80,0.131686,15672,2064,14640,81455,5.20,2541,2242,0.8821,13328,5.2443,57.43
1920,81,0.143212,13609,1949,12634,66814,4.91,2157,1915,0.8876,10787,5.0003,54.50
1920,82,0.154280,11660,1799,10760,54180,4.65,1807,1613,0.8926,8629,4.7764,51.82
1920,83,0.164536,9861,1622,9050,43420,4.40,1494,1340,0.8973,6823,4.5680,49.32
1920,84,0.174457,8238,1437,7520,34370,4.17,1220,1100,0.9018,5329,4.3689,46.93
1920,85,0.184768,6801,1257,6173,26851,3.95,984,892,0.9061,4109,4.1747,44.60
1920,86,0.196066,5544,1087,5001,20678,3.73,784,714,0.9104,3125,3.9838,42.31
1920,87,0.208689,4457,930,3992,15677,3.52,616,564,0.9146,2341,3.7969,40.06
1920,88,0.222703,3527,786,3134,11684,3.31,477,438,0.9187,1724,3.6158,37.89
1920,89,0.237932,2742,652,2416,8550,3.12,362,334,0.9226,1247,3.4426,35.81
1920,90,0.254127,2089,531,1824,6135,2.94,270,250,0.9263,885,3.2789,33.85
1920,91,0.271008,1558,422,1347,4311,2.77,197,183,0.9297,615,3.1257,32.01
1920,92,0.288298,1136,328,972,2963,2.61,140,131,0.9329,418,2.9830,30.30
1920,93,0.305752,809,247,685,1991,2.46,98,91,0.9359,278,2.8503,28.70
1920,94,0.323148,561,181,471,1306,2.33,66,62,0.9387,181,2.7265,27.22
1920,95,0.341087,380,130,315,836,2.20,44,41,0.9413,114,2.6094,25.81
1920,96,0.359553,250,90,205,521,2.08,28,27,0.9438,71,2.4987,24.48
1920,97,0.378522,160,61,130,315,1.97,18,17,0.9462,42,2.3940,23.23
1920,98,0.397970,100,40,80,185,1.86,11,10,0.9484,25,2.2946,22.03
1920,99,0.417868,60,25,47,105,1.76,6,6,0.9505,14,2.1998,20.90
1920,100,0.438762,35,15,27,58,1.66,4,3,0.9526,8,2.1084,19.80
1920,101,0.460700,20,9,15,31,1.57,2,2,0.9546,4,2.0204,18.75
1920,102,0.483735,11,5,8,16,1.47,1,1,0.9565,2,1.9357,17.73
1920,103,0.507921,5,3,4,8,1.39,1,1,0.9583,1,1.8540,16.75
1920,104,0.533317,3,1,2,4,1.31,0,0,0.9601,0,1.7755,15.81
1920,105,0.559983,1,1,1,2,1.23,0,0,0.9618,0,1.6999,14.90
1920,106,0.587982,1,0,0,1,1.15,0,0,0.9634,0,1.6272,14.03
1920,107,0.617382,0,0,0,0,1.08,0,0,0.9650,0,1.5574,13.19
1920,108,0.648251,0,0,0,0,1.01,0,0,0.9665,0,1.4902,12.38
1920,109,0.680663,0,0,0,0,0.94,0,0,0.9679,0,1.4257,11.61
1920,110,0.714696,0,0,0,0,0.87,0,0,0.9693,0,1.3637,10.86
1920,111,0.750431,0,0,0,0,0.81,0,0,0.9707,0,1.3043,10.15
1920,112,0.787953,0,0,0,0,0.75,0,0,0.9720,0,1.2472,9.47
1920,113,0.827350,0,0,0,0,0.70,0,0,0.9732,0,1.1924,8.81
1920,114,0.868718,0,0,0,0,0.64,0,0,0.9744,0,1.1398,8.18
1920,115,0.912154,0,0,0,0,0.59,0,0,0.9755,0,1.0894,7.57
1920,116,0.957761,0,0,0,0,0.54,0,0,0.9766,0,1.0413,7.00
1920,117,1.000000,0,0,0,0,0.50,0,0,0.9775,0,1.0000,6.50
1920,118,1.000000,0,0,0,0,0.00,0,0,0.0000,0,0.0000,0.00
1920,119,1.000000,0,0,0,0,0.00,0,0,0.0000,0,0.0000,0.00
1921,0,0.075292,100000,7529,94258,5725296,57.25,100000,33401,0.3340,2962222,29.6222,349.97
1921,1,0.015378,92471,1422,91760,5631038,60.90,90392,26041,0.2881,2862222,31.6646,374.48
1921,2,0.008033,91049,731,90683,5539278,60.84,87001,24682,0.2837,2771830,31.8598,376.82
1921,3,0.005616,90317,507,90064,5448595,60.33,84362,23999,0.2845,2684829,31.8253,376.40
1921,4,0.004497,89810,404,89608,5358531,59.67,82002,23536,0.2870,2600468,31.7123,375.05
1921,5,0.003860,89406,345,89234,5268923,58.93,79798,23175,0.2904,2518466,31.5606,373.23
1921,6,0.003343,89061,298,88912,5179689,58.16,77702,22874,0.2944,2438668,31.3847,371.12
1921,7,0.002929,88764,260,88634,5090777,57.35,75702,22620,0.2988,2360966,31.1878,368.75
1921,8,0.002606,88504,231,88388,5002143,56.52,73783,22404,0.3036,2285264,30.9728,366.17
1921,9,0.002366,88273,209,88168,4913755,55.67,71936,22216,0.3088,2211481,30.7423,363.41
1921,10,0.002209,88064,195,87967,4825586,54.80,70152,22049,0.3143,2139545,30.4986,360.48
1921,11,0.002140,87869,188,87775,4737620,53.92,68424,21898,0.3200,2069393,30.2439,357.43
1921,12,0.002167,87681,190,87586,4649844,53.03,66742,21754,0.3259,2000969,29.9806,354.27
1921,13,0.002290,87491,200,87391,4562258,52.15,65100,21613,0.3320,1934227,29.7116,351.04
1921,14,0.002488,87291,217,87182,4474867,51.26,63491,21467,0.3381,1869127,29.4393,347.77
1921,15,0.002735,87074,238,86955,4387684,50.39,61909,21313,0.3443,1805636,29.1660,344.49
1921,16,0.003003,86836,261,86705,4300730,49.53,60351,21147,0.3504,1743727,28.8929,341.21
1921,17,0.003281,86575,284,86433,4214024,48.67,58817,20970,0.3565,1683376,28.6204,337.94
