year,agi_bracket,agi_midpoint,n_returns_lt_gain,n_transactions_lt_gain,lt_gain_amount,n_returns_lt_loss,n_transactions_lt_loss,lt_loss_amount,transactions_per_return,avg_gain_per_transaction,avg_gain_per_return
1985,Adjusted gross deficit,-10,265875.0,678171.0,12468012.974,44700.0,149047.0,3874363.1580000003,2.550713681241185,18.384762801712252,46.89426600470146
1985,"Under $20,000",10,2901118.0,5732420.0,11414747.679,759728.0,1447966.0,1972801.141,1.975934794792904,1.9912615752160518,3.934603032003524
1985,"$20,000 under $50,000",35,4032996.0,8629619.0,26218189.452,1359118.0,3009154.0,6326834.58,2.1397539199146243,3.038163035007687,6.50092126349741
1985,"$50,000 under $100,000",75,2117264.0,5989938.0,33005753.242,834204.0,1869978.0,3957658.397,2.8290935849284735,5.510199478191594,15.58886999542806
1985,"$100,000 under $200,000",150,542496.0,2378369.0,26957721.165,249640.0,713712.0,2443595.9590000003,4.384122647908924,11.33454109307681,49.69201830981242
1985,"$200,000 under $500,000",350,173134.0,916340.0,25794414.582000002,87891.0,305848.0,1516919.7940000002,5.292663486085922,28.149392782155097,148.9852633336029
1985,"$500,000 under $1,000,000",750,36366.0,267144.0,15022530.209,18880.0,78328.0,651365.5059999999,7.345982511136776,56.23382972853592,413.09272972006823
1985,"$1,000,000 or more",2000,15657.0,166466.0,37351030.62100001,9337.0,56360.0,822444.615,10.632049562496007,224.37633283072824,2385.580291307403
1999,Adjusted gross deficit,-10,256749.12,613426.07,8554336.512,161838.89,355355.24,4537267.708,2.3892041772139274,13.945179265041672,33.31788055203461
1999,"Under $20,000",10,5034292.88,8647447.04,12803452.837,1146648.43,2392407.35,5246484.148,1.7177083745671944,1.48060494360657,2.5432475110585937
1999,"$20,000 under $50,000",35,5832112.4,12658618.03,25438310.954,1654818.19,4462020.93,7352784.178,2.170503097642631,2.009564621802559,4.3617662365354954
1999,"$50,000 under $100,000",75,7298364.8,17439185.62,54972806.002,2332156.74,5371281.87,12583924.57,2.389464777096371,3.1522576340350916,7.532208584859995
1999,"$100,000 under $200,000",150,3851816.88,12761989.55,69299214.894,1563197.37,4260757.9,11511731.78,3.3132389071414012,5.4301262841889715,17.991305675466066
1999,"$200,000 under $500,000",350,1402141.97,7144521.05,76842566.317,718889.34,2802623.16,11392202.9,5.0954334174876745,10.755453833675807,54.80369888435762
1999,"$500,000 under $1,000,000",750,300106.0,2626526.65,49655308.316,187847.5,1109341.64,5953429.622,8.751996461250357,18.905312959988432,165.45923212464928
1999,"$1,000,000 or more",2000,189940.83,2425922.12,266156254.59,129898.8,1124223.48,14570619.75,12.771988624036235,109.71343737531029,1401.2587740613749
2007,Adjusted gross deficit,-10,436872.93,1690231.34,18972683.871,252462.55,758844.81,8561059.163,3.86893127024373,11.224903610531797,43.42838058425822
2007,"Under $20,000",10,3456014.97,7693536.45,11575287.212,937919.35,2003528.35,5002746.394,2.226129376401399,1.5045470034784847,3.3493162826201526
2007,"$20,000 under $50,000",35,4347044.86,11237179.69,21810597.676,1288115.67,3239219.34,8343462.033,2.5850158100277802,1.9409316463462194,5.017338991988225
2007,"$50,000 under $100,000",75,6599896.06,21969954.35,53829125.84,2099949.91,6037104.82,15800289.18,3.328833386203358,2.4501246102953327,8.156056603109596
2007,"$100,000 under $200,000",150,5287485.74,24298330.75,90296228.132,1948572.58,7180669.49,14986513.16,4.5954413770201485,3.716149436808535,17.077346885100063
2007,"$200,000 under $500,000",350,2240969.86,18479645.77,118740762.08,1065367.51,5878693.49,15822517.84,8.246271446952884,6.425489079058251,52.98632712534563
2007,"$500,000 under $1,000,000",750,531889.08,8360155.52,89306170.751,301518.1,2549792.8,8225431.581,15.717855158823715,10.68235758741005,167.9037493136727
2007,"$1,000,000 or more",2000,354893.38,11214899.25,565829262.75,231534.73,3606286.43,20663492.13,31.600756401824118,50.45335228936631,1594.36409535168
2008,Adjusted gross deficit,-10,525775.90503,2420782.4534,29093026.442,496515.2145,3078483.2809,24392879.77,4.60420956959196,12.018025990372953,55.33351027248005
2008,"Under $20,000",10,2767363.5892,7232045.5078,8280308.4722,1434398.8326,6331684.0769,14266812.39,2.6133340541242966,1.1449469535651309,2.992128863917626
2008,"$20,000 under $50,000",35,3449490.3413,9331297.1414,14220141.058,1755109.0303,8337119.6488,19345985.54,2.7051234293015414,1.5239190053127505,4.1223890056294215
2008,"$50,000 under $100,000",75,5162776.8743,17071931.459,36394472.361,2761276.9278,15848518.317,36897088.2,3.306734316561901,2.1318309793127437,7.049398656403213
2008,"$100,000 under $200,000",150,4129938.1285,16408033.179,52109157.244,2360451.0865,16182828.133,41456911.73,3.9729489083071137,3.1758320254186514,12.6174183783538
2008,"$200,000 under $500,000",350,1875142.2123,12278835.039,80797192.562,1251465.3695,13032658.966,46118847.28,6.548215361190715,6.58020018229516,43.08856791341511
