year,agi_bracket,agi_midpoint,n_returns_lt_gain,n_transactions_lt_gain,lt_gain_amount,n_returns_lt_loss,n_transactions_lt_loss,lt_loss_amount,transactions_per_return,avg_gain_per_transaction,avg_gain_per_return
2008,"$500,000 under $1,000,000",750,444107.32619,4711916.1406,63683013.545,318387.16768,5299686.6382,26183623.07,10.609859064977744,13.515311318102283,143.3955483043638
2008,"$1,000,000 or more",2000,276451.64298,5046638.5844,355915251.85,217526.85491,5392511.954,62472987.57,18.2550500695165,70.52521116732895,1287.4412610228142
2009,Adjusted gross deficit,-10,489413.62579,1931386.9874,22336720.142,622519.36028,3943507.5735,39859078.1,3.9463285973748694,11.565118895239793,45.639759428325256
2009,"Under $20,000",10,1812996.7787,4709365.3923,6480227.4928,1553285.9826,8165480.6202,20889877.32,2.5975586099368733,1.3760298793963683,3.574318260756433
2009,"$20,000 under $50,000",35,2240880.7506,6281719.5162,10468456.487,1839793.7825,11130988.539,25710826.31,2.8032368587744165,1.6664953696201772,4.671581245096175
2009,"$50,000 under $100,000",75,3204673.8125,9596079.9792,20986416.058,2570871.0102,14795318.274,39798640.84,2.9944014713041875,2.186978026807732,6.548690221183001
2009,"$100,000 under $200,000",150,2615615.9977,8450042.5332,33417185.519,2198320.8533,13873850.33,42385336.71,3.2306128042611792,3.954676605201067,12.7760288774747
2009,"$200,000 under $500,000",350,1275666.1683,6016905.3312,42446382.614,1118330.446,9840323.9833,42619007.58,4.716677043507668,7.054520601130112,33.27389537230232
2009,"$500,000 under $1,000,000",750,299413.72813,2025153.6167,29352078.675,264268.49443,3840262.3697,26328778.27,6.763730004459632,14.493754169043923,98.03183995042426
2009,"$1,000,000 or more",2000,166772.93954,2024461.0089,152464878.06,149582.19369,3325548.8517,58924790.08,12.13902575851905,75.31134331050539,914.2063363548962
2010,Adjusted gross deficit,-10,545487.8153,2436479.8402,28254443.662,519378.48341,1854089.6209,30112572.12,4.466607267588586,11.596420046586848,51.79665405809478
2010,"Under $20,000",10,2051420.5246,6299041.2763,15233932.197,1187549.0999,3963214.8756,18004446.67,3.0705753407279723,2.4184525118635634,7.426040645649881
2010,"$20,000 under $50,000",35,2690250.5239,8794370.7477,13298467.759,1521926.398,5457028.2314,13777522.4,3.268978360777711,1.5121568262832177,4.943207943222139
2010,"$50,000 under $100,000",75,3954693.2731,14783024.243,28981438.458,2352035.1784,8690265.9406,25715642.98,3.738096287657703,1.96045396270815,7.328365680123168
2010,"$100,000 under $200,000",150,3435704.4713,13275887.155,44462687.538,2119012.0733,8141170.4337,25462369.28,3.864094617537543,3.34913117435277,12.941359744243728
2010,"$200,000 under $500,000",350,1674963.1624,10619980.54,68774854.449,1112114.8396,6416801.6801,30210199.66,6.34042633199346,6.475986861742404,41.06051762383524
2010,"$500,000 under $1,000,000",750,351610.39555,3346650.0614,34440380.528,249291.58168,1954808.3965,10330062.37,9.51806346955432,10.291001418174147,97.95040466345505
2010,"$1,000,000 or more",2000,238953.90348,4856624.3697,280802229.33,190949.56456,2548916.3563,30654913.32,20.324524098458554,57.8183956498463,1175.1313757195123
2011,Adjusted gross deficit,-10,516610.11882,2905560.0983,29532827.535,401007.1075,1658694.9337,31298984.57,5.624280269493465,10.164245975252488,57.16656809289093
2011,"Under $20,000",10,2327421.2267,7731311.1153,7970984.84,1074426.3957,3419680.1816,9933245.831,3.321835784002906,1.0310003983962945,3.4248140167140635
2011,"$20,000 under $50,000",35,3049350.8248,11144545.201,19445784.636,1331201.6937,4315252.0799,10901379.91,3.6547271341699243,1.7448701840479888,6.377024407244255
2011,"$50,000 under $100,000",75,4275646.121,15970309.511,28675917.214,2123581.3662,6773015.6006,17017281.54,3.7351803818752005,1.7955767979480082,6.706803229845691
2011,"$100,000 under $200,000",150,3748356.0679,17404168.386,48679111.994,1959605.7749,7735691.3999,22128665.64,4.643147041190942,2.7969800633024056,12.986789705192617
2011,"$200,000 under $500,000",350,1870688.4609,11997209.803,69769585.126,1092413.4019,5098472.0427,27606325.45,6.413259104205981,5.815484289401486,37.29620756437093
2011,"$500,000 under $1,000,000",750,430053.50253,5057314.7238,47851909.987,295941.42036,2194572.6221,14891403.26,11.75973383322743,9.4619205250973,111.26966692629578
2011,"$1,000,000 or more",2000,262194.24301,6236538.0034,290106028.44,205433.72115,2631868.8503,32334201.31,23.785945609652998,46.51715876369897,1106.454608268937
2012,Adjusted gross deficit,-10,485944.16,2219587.49,25270894.895,378386.86,1169896.16,25783228.77,4.567577250028069,11.385401570721593,52.0037011968618
2012,"Under $20,000",10,2430890.91,7813130.52,7449875.7996,946176.96,2826339.21,6560604.974,3.2141016644798754,0.9535071480669441,3.064668911695424
2012,"$20,000 under $50,000",35,3092545.75,11574532.91,13977528.241,1277184.18,3885014.08,10106122.24,3.742720026049736,1.207610566204697,4.51974824980358
2012,"$50,000 under $100,000",75,4674512.47,18759975.58,31207920.044,1986529.46,6462064.74,16489187.66,4.013247520548384,1.6635373490182337,6.676187141287057
2012,"$100,000 under $200,000",150,4314502.08,19611584.4,51300934.688,2000802.23,6937132.59,18133647.1,4.545503521926682,2.6158485536742258,11.890348813553011
2012,"$200,000 under $500,000",350,2113924.69,16246212.05,78837107.221,1100241.83,5858621.12,18549387.16,7.6853315195443415,4.852645464577695,37.294189142092854
2012,"$500,000 under $1,000,000",750,516573.59,6057670.28,62298649.605,315863.11,2307969.75,9270092.346,11.72663565708034,10.284258918925511,120.5997573453184
2012,"$1,000,000 or more",2000,337635.61,8181172.9201,475402275.62,237007.04,3217377.42,25945452.09,24.230776250467184,58.1093053848065,1408.033576849314
2013,Adjusted gross deficit,-10,524718.91324,3713984.2004,32763215.027,341225.59282,1582259.2949,28691266.76,7.0780452289534095,8.821581692100727,62.439554207596295
2013,"Under $20,000",10,2631906.6067,9199657.9535,9441392.4267,898261.8042,2607163.7559,6599232.088,3.4954348038340677,1.0262764631491579,3.587282467647297
2013,"$20,000 under $50,000",35,3361606.7199,13791098.176,23989500.638,1207653.3762,3897991.4436,12275264.51,4.102531713290439,1.739491687452983,7.136319812780965
2013,"$50,000 under $100,000",75,5231391.5339,24121759.071,47954192.646,2050365.7804,7107948.4356,16940304.27,4.610964198471537,1.9880056220133697,9.166622749463787
2013,"$100,000 under $200,000",150,4851591.2942,28620092.75,71513825.632,2119915.8792,8902963.1849,22779219.18,5.899114540875457,2.498727948112607,14.740282372402975
2013,"$200,000 under $500,000",350,2386374.4627,23817347.835,104840928.1,1247823.0435,7173560.1146,23933429.12,9.980557622986165,4.401872484976453,43.9331419853448
2013,"$500,000 under $1,000,000",750,532562.40286,8110580.5714,67223673.302,342114.84227,2497212.0978,15145056.42,15.229352518773483,8.288392268618601,126.22684767266936
2013,"$1,000,000 or more",2000,299390.77266,8771663.9882,297795159.36,221915.76349,2868963.5256,31032358.86,29.29837787005362,33.949677023721634,994.670466007274
2014,Adjusted gross deficit,-10,449220.50087,2899594.0696,31967379.621,289553.62101,1031532.8018,22947136.1,6.454723379686348,11.02477755633219,71.1618894486987
2014,"Under $20,000",10,2475974.6458,8352109.0156,17120919.942,740901.50625,2279732.2766,13141967.33,3.3732611235610577,2.0498918189431783,6.914820380346885
2014,"$20,000 under $50,000",35,3286277.2721,12187125.748,21022147.365,1067234.716,3586205.0945,9658222.357,3.7084898013526932,1.7249471121974673,6.396948773457087
2014,"$50,000 under $100,000",75,5296996.2116,27037809.037,47918563.733,1836737.3153,7291618.9976,14360375.26,5.104366315722362,1.7722798347834192,9.046365490702478
2014,"$100,000 under $200,000",150,5219437.3279,30850780.088,78423284.019,1982725.6482,8508690.9591,18689273.7,5.910748256922279,2.5420194820131705,15.025237222371821
2014,"$200,000 under $500,000",350,2650777.1278,24286422.178,110911443.79,1192222.6761,6616703.763,21639298.43,9.162000804706054,4.566808687467757,41.84110486951818
2014,"$500,000 under $1,000,000",750,625961.52919,9916290.4264,78122970.543,364480.39029,2629148.2278,12460699.05,15.841693081732629,7.878245511548786,124.80474741649353
2014,"$1,000,000 or more",2000,350572.8296,10949401.626,454485401.56,248256.56082,3289383.556,32619029.19,31.232887153557094,41.50778435972224,1296.4079449013866
2015,Adjusted gross deficit,-10,452519.80024,3563770.0911,36341641.229,303992.09597,1974965.9983,24724398.68,7.875390401060696,10.197526860601359,80.30950515253856
2015,"Under $20,000",10,2473521.3597,8076087.5952,8753282.1697,815999.69029,3369922.1261,6542452.395,3.2650163151125993,1.0838518114764493,3.5387938476349516
2015,"$20,000 under $50,000",35,3215775.1408,11725373.654,19470227.656,1158180.0381,5047375.6851,8535943.815,3.6462044579034325,1.6605208695722815,6.054598597076137
2015,"$50,000 under $100,000",75,5077532.2024,24839452.402,42702648.788,1953269.3642,10157801.365,15729343.7,4.892032470076531,1.7191461428739754,8.410118751746314
2015,"$100,000 under $200,000",150,5249253.6622,30661996.455,81533406.973,2169252.2482,13799408.171,25131954.87,5.841210661202708,2.659103006963674,15.53238083351239
2015,"$200,000 under $500,000",350,2778857.991,24119774.708,116538323.01,1397188.0744,11621906.317,29287370.02,8.67974354433285,4.831650561451837,41.93748776923376
2015,"$500,000 under $1,000,000",750,674793.00672,10395954.605,82692308.357,412675.9981,5019678.7055,19658599.58,15.406138625431428,7.954277553042469,122.54470264732977
2015,"$1,000,000 or more",2000,390562.71838,11079522.07,494701704.04,293128.88031,5814521.1578,50851620.32,28.368099535860264,44.65009419309727,1266.6383163553196
