slice,variant,year,quarter,bucket,category,dollars
education,detail,2004,1,SomeCollege,Net worth,8615479000000
education,detail,2004,1,SomeCollege,Nonfinancial assets,4393812000000
education,detail,2004,1,SomeCollege,Other loans and advances (Assets),120018000000
education,detail,2004,1,SomeCollege,Other loans and advances (Liabilities),66281000000
education,detail,2004,1,SomeCollege,Real estate,3604373000000
education,detail,2004,1,SomeCollege,U.S. government and municipal securities,198313000000
education,detail,2004,2,College,Annuities,550500000000
education,detail,2004,2,College,Assets,37447777000000
education,detail,2004,2,College,Consumer credit,919129000000
education,detail,2004,2,College,Consumer durables,1897187000000
education,detail,2004,2,College,Corporate and foreign bonds,404478000000
education,detail,2004,2,College,Corporate equities and mutual fund shares,7057549000000
education,detail,2004,2,College,DB pension entitlements,4609866000000
education,detail,2004,2,College,DC pension entitlements,2032570000000
education,detail,2004,2,College,Debt securities,1422068000000
education,detail,2004,2,College,Deferred and unpaid life insurance premiums,13551000000
education,detail,2004,2,College,Depository institutions loans n.e.c.,11450000000
education,detail,2004,2,College,Deposits,2395750000000
education,detail,2004,2,College,Financial assets,24769894000000
education,detail,2004,2,College,Home mortgages,4093519000000
education,detail,2004,2,College,Liabilities,5331596000000
education,detail,2004,2,College,Life insurance reserves,656452000000
education,detail,2004,2,College,Loans (Assets),631817000000
education,detail,2004,2,College,Loans (Liabilities),5318045000000
education,detail,2004,2,College,Miscellaneous assets,316737000000
education,detail,2004,2,College,Miscellaneous other equity,4191635000000
education,detail,2004,2,College,Money market fund shares,904948000000
education,detail,2004,2,College,Mortgages,58028000000
education,detail,2004,2,College,Net worth,32116181000000
education,detail,2004,2,College,Nonfinancial assets,12677883000000
education,detail,2004,2,College,Other loans and advances (Assets),573789000000
education,detail,2004,2,College,Other loans and advances (Liabilities),293947000000
education,detail,2004,2,College,Real estate,10780696000000
education,detail,2004,2,College,U.S. government and municipal securities,1017590000000
education,detail,2004,2,HS,Annuities,261723000000
education,detail,2004,2,HS,Assets,9907408000000
education,detail,2004,2,HS,Consumer credit,527315000000
education,detail,2004,2,HS,Consumer durables,865552000000
education,detail,2004,2,HS,Corporate and foreign bonds,59618000000
education,detail,2004,2,HS,Corporate equities and mutual fund shares,679275000000
education,detail,2004,2,HS,DB pension entitlements,1996654000000
education,detail,2004,2,HS,DC pension entitlements,425537000000
education,detail,2004,2,HS,Debt securities,160273000000
education,detail,2004,2,HS,Deferred and unpaid life insurance premiums,4009000000
education,detail,2004,2,HS,Depository institutions loans n.e.c.,2557000000
education,detail,2004,2,HS,Deposits,895936000000
education,detail,2004,2,HS,Financial assets,5749335000000
education,detail,2004,2,HS,Home mortgages,1310531000000
education,detail,2004,2,HS,Liabilities,1871842000000
education,detail,2004,2,HS,Life insurance reserves,191533000000
education,detail,2004,2,HS,Loans (Assets),94063000000
education,detail,2004,2,HS,Loans (Liabilities),1867833000000
education,detail,2004,2,HS,Miscellaneous assets,133942000000
education,detail,2004,2,HS,Miscellaneous other equity,765656000000
education,detail,2004,2,HS,Money market fund shares,144743000000
education,detail,2004,2,HS,Mortgages,28601000000
education,detail,2004,2,HS,Net worth,8035566000000
education,detail,2004,2,HS,Nonfinancial assets,4158073000000
education,detail,2004,2,HS,Other loans and advances (Assets),65462000000
education,detail,2004,2,HS,Other loans and advances (Liabilities),27430000000
education,detail,2004,2,HS,Real estate,3292520000000
education,detail,2004,2,HS,U.S. government and municipal securities,100655000000
education,detail,2004,2,NoHS,Annuities,34764000000
education,detail,2004,2,NoHS,Assets,2796468000000
education,detail,2004,2,NoHS,Consumer credit,112989000000
education,detail,2004,2,NoHS,Consumer durables,232864000000
education,detail,2004,2,NoHS,Corporate and foreign bonds,8209000000
education,detail,2004,2,NoHS,Corporate equities and mutual fund shares,138990000000
education,detail,2004,2,NoHS,DB pension entitlements,415854000000
education,detail,2004,2,NoHS,DC pension entitlements,45943000000
education,detail,2004,2,NoHS,Debt securities,32977000000
education,detail,2004,2,NoHS,Deferred and unpaid life insurance premiums,619000000
education,detail,2004,2,NoHS,Depository institutions loans n.e.c.,1319000000
education,detail,2004,2,NoHS,Deposits,358311000000
education,detail,2004,2,NoHS,Financial assets,1344697000000
education,detail,2004,2,NoHS,Home mortgages,281827000000
education,detail,2004,2,NoHS,Liabilities,397423000000
education,detail,2004,2,NoHS,Life insurance reserves,29346000000
education,detail,2004,2,NoHS,Loans (Assets),15592000000
education,detail,2004,2,NoHS,Loans (Liabilities),396804000000
education,detail,2004,2,NoHS,Miscellaneous assets,44246000000
education,detail,2004,2,NoHS,Miscellaneous other equity,204411000000
education,detail,2004,2,NoHS,Money market fund shares,24263000000
education,detail,2004,2,NoHS,Mortgages,7627000000
education,detail,2004,2,NoHS,Net worth,2399045000000
education,detail,2004,2,NoHS,Nonfinancial assets,1451771000000
education,detail,2004,2,NoHS,Other loans and advances (Assets),7965000000
education,detail,2004,2,NoHS,Other loans and advances (Liabilities),669000000
education,detail,2004,2,NoHS,Real estate,1218907000000
education,detail,2004,2,NoHS,U.S. government and municipal securities,24768000000
education,detail,2004,2,SomeCollege,Annuities,230977000000
education,detail,2004,2,SomeCollege,Assets,11064621000000
education,detail,2004,2,SomeCollege,Consumer credit,555105000000
education,detail,2004,2,SomeCollege,Consumer durables,799511000000
education,detail,2004,2,SomeCollege,Corporate and foreign bonds,97376000000
education,detail,2004,2,SomeCollege,Corporate equities and mutual fund shares,1088912000000
education,detail,2004,2,SomeCollege,DB pension entitlements,1787397000000
education,detail,2004,2,SomeCollege,DC pension entitlements,540028000000
education,detail,2004,2,SomeCollege,Debt securities,272210000000
education,detail,2004,2,SomeCollege,Deferred and unpaid life insurance premiums,4515000000
education,detail,2004,2,SomeCollege,Depository institutions loans n.e.c.,1308000000
education,detail,2004,2,SomeCollege,Deposits,788214000000
education,detail,2004,2,SomeCollege,Financial assets,6511636000000
education,detail,2004,2,SomeCollege,Home mortgages,1655396000000
education,detail,2004,2,SomeCollege,Liabilities,2281494000000
education,detail,2004,2,SomeCollege,Life insurance reserves,213953000000
education,detail,2004,2,SomeCollege,Loans (Assets),143846000000
education,detail,2004,2,SomeCollege,Loans (Liabilities),2276978000000
education,detail,2004,2,SomeCollege,Miscellaneous assets,131984000000
education,detail,2004,2,SomeCollege,Miscellaneous other equity,1139152000000
education,detail,2004,2,SomeCollege,Money market fund shares,174964000000
education,detail,2004,2,SomeCollege,Mortgages,20099000000
education,detail,2004,2,SomeCollege,Net worth,8783127000000
education,detail,2004,2,SomeCollege,Nonfinancial assets,4552985000000
education,detail,2004,2,SomeCollege,Other loans and advances (Assets),123746000000
education,detail,2004,2,SomeCollege,Other loans and advances (Liabilities),65169000000
education,detail,2004,2,SomeCollege,Real estate,3753474000000
education,detail,2004,2,SomeCollege,U.S. government and municipal securities,174834000000
education,detail,2004,3,College,Annuities,559469000000
education,detail,2004,3,College,Assets,38208989000000
education,detail,2004,3,College,Consumer credit,938887000000
education,detail,2004,3,College,Consumer durables,1908006000000
education,detail,2004,3,College,Corporate and foreign bonds,430810000000
education,detail,2004,3,College,Corporate equities and mutual fund shares,7034537000000
education,detail,2004,3,College,DB pension entitlements,4713150000000
education,detail,2004,3,College,DC pension entitlements,2026414000000
education,detail,2004,3,College,Debt securities,1524860000000
education,detail,2004,3,College,Deferred and unpaid life insurance premiums,13837000000
education,detail,2004,3,College,Depository institutions loans n.e.c.,-3285000000
education,detail,2004,3,College,Deposits,2417668000000
education,detail,2004,3,College,Financial assets,25158019000000
education,detail,2004,3,College,Home mortgages,4223223000000
education,detail,2004,3,College,Liabilities,5468440000000
education,detail,2004,3,College,Life insurance reserves,666181000000
education,detail,2004,3,College,Loans (Assets),613203000000
education,detail,2004,3,College,Loans (Liabilities),5454603000000
education,detail,2004,3,College,Miscellaneous assets,325009000000
education,detail,2004,3,College,Miscellaneous other equity,4408306000000
education,detail,2004,3,College,Money market fund shares,869221000000
education,detail,2004,3,College,Mortgages,59781000000
education,detail,2004,3,College,Net worth,32740548000000
education,detail,2004,3,College,Nonfinancial assets,13050969000000
education,detail,2004,3,College,Other loans and advances (Assets),553422000000
education,detail,2004,3,College,Other loans and advances (Liabilities),295779000000
education,detail,2004,3,College,Real estate,11142963000000
education,detail,2004,3,College,U.S. government and municipal securities,1094050000000
education,detail,2004,3,HS,Annuities,274182000000
education,detail,2004,3,HS,Assets,10205652000000
education,detail,2004,3,HS,Consumer credit,542865000000
education,detail,2004,3,HS,Consumer durables,873532000000
education,detail,2004,3,HS,Corporate and foreign bonds,64908000000
education,detail,2004,3,HS,Corporate equities and mutual fund shares,665278000000
education,detail,2004,3,HS,DB pension entitlements,2045513000000
education,detail,2004,3,HS,DC pension entitlements,428009000000
education,detail,2004,3,HS,Debt securities,173978000000
education,detail,2004,3,HS,Deferred and unpaid life insurance premiums,4063000000
education,detail,2004,3,HS,Depository institutions loans n.e.c.,-593000000
education,detail,2004,3,HS,Deposits,903280000000
education,detail,2004,3,HS,Financial assets,5879730000000
education,detail,2004,3,HS,Home mortgages,1352527000000
education,detail,2004,3,HS,Liabilities,1927360000000
education,detail,2004,3,HS,Life insurance reserves,193549000000
education,detail,2004,3,HS,Loans (Assets),102589000000
education,detail,2004,3,HS,Loans (Liabilities),1923296000000
education,detail,2004,3,HS,Miscellaneous assets,138180000000
education,detail,2004,3,HS,Miscellaneous other equity,810207000000
education,detail,2004,3,HS,Money market fund shares,144964000000
education,detail,2004,3,HS,Mortgages,29261000000
education,detail,2004,3,HS,Net worth,8278292000000
education,detail,2004,3,HS,Nonfinancial assets,4325921000000
education,detail,2004,3,HS,Other loans and advances (Assets),73328000000
education,detail,2004,3,HS,Other loans and advances (Liabilities),28497000000
education,detail,2004,3,HS,Real estate,3452389000000
education,detail,2004,3,HS,U.S. government and municipal securities,109070000000
education,detail,2004,3,NoHS,Annuities,33595000000
education,detail,2004,3,NoHS,Assets,2842451000000
education,detail,2004,3,NoHS,Consumer credit,115234000000
education,detail,2004,3,NoHS,Consumer durables,237773000000
education,detail,2004,3,NoHS,Corporate and foreign bonds,8997000000
education,detail,2004,3,NoHS,Corporate equities and mutual fund shares,133765000000
education,detail,2004,3,NoHS,DB pension entitlements,401498000000
education,detail,2004,3,NoHS,DC pension entitlements,45179000000
education,detail,2004,3,NoHS,Debt securities,35459000000
education,detail,2004,3,NoHS,Deferred and unpaid life insurance premiums,597000000
education,detail,2004,3,NoHS,Depository institutions loans n.e.c.,-411000000
education,detail,2004,3,NoHS,Deposits,365053000000
education,detail,2004,3,NoHS,Financial assets,1341218000000
education,detail,2004,3,NoHS,Home mortgages,288207000000
education,detail,2004,3,NoHS,Liabilities,404243000000
education,detail,2004,3,NoHS,Life insurance reserves,28287000000
education,detail,2004,3,NoHS,Loans (Assets),17007000000
education,detail,2004,3,NoHS,Loans (Liabilities),403646000000
education,detail,2004,3,NoHS,Miscellaneous assets,45581000000
education,detail,2004,3,NoHS,Miscellaneous other equity,211673000000
education,detail,2004,3,NoHS,Money market fund shares,24121000000
education,detail,2004,3,NoHS,Mortgages,8211000000
education,detail,2004,3,NoHS,Net worth,2438209000000
education,detail,2004,3,NoHS,Nonfinancial assets,1501233000000
education,detail,2004,3,NoHS,Other loans and advances (Assets),8796000000
education,detail,2004,3,NoHS,Other loans and advances (Liabilities),616000000
education,detail,2004,3,NoHS,Real estate,1263460000000
education,detail,2004,3,NoHS,U.S. government and municipal securities,26462000000
education,detail,2004,3,SomeCollege,Annuities,240421000000
education,detail,2004,3,SomeCollege,Assets,11360053000000
education,detail,2004,3,SomeCollege,Consumer credit,567889000000
education,detail,2004,3,SomeCollege,Consumer durables,808549000000
education,detail,2004,3,SomeCollege,Corporate and foreign bonds,107868000000
education,detail,2004,3,SomeCollege,Corporate equities and mutual fund shares,1075345000000
education,detail,2004,3,SomeCollege,DB pension entitlements,1819835000000
education,detail,2004,3,SomeCollege,DC pension entitlements,536559000000
education,detail,2004,3,SomeCollege,Debt securities,295990000000
education,detail,2004,3,SomeCollege,Deferred and unpaid life insurance premiums,4533000000
education,detail,2004,3,SomeCollege,Depository institutions loans n.e.c.,-447000000
education,detail,2004,3,SomeCollege,Deposits,784679000000
education,detail,2004,3,SomeCollege,Financial assets,6637240000000
education,detail,2004,3,SomeCollege,Home mortgages,1715535000000
education,detail,2004,3,SomeCollege,Liabilities,2349034000000
education,detail,2004,3,SomeCollege,Life insurance reserves,214553000000
education,detail,2004,3,SomeCollege,Loans (Assets),145043000000
education,detail,2004,3,SomeCollege,Loans (Liabilities),2344501000000
education,detail,2004,3,SomeCollege,Miscellaneous assets,135692000000
education,detail,2004,3,SomeCollege,Miscellaneous other equity,1219832000000
education,detail,2004,3,SomeCollege,Money market fund shares,169292000000
education,detail,2004,3,SomeCollege,Mortgages,19157000000
education,detail,2004,3,SomeCollege,Net worth,9011018000000
education,detail,2004,3,SomeCollege,Nonfinancial assets,4722813000000
education,detail,2004,3,SomeCollege,Other loans and advances (Assets),125885000000
education,detail,2004,3,SomeCollege,Other loans and advances (Liabilities),61524000000
education,detail,2004,3,SomeCollege,Real estate,3914264000000
education,detail,2004,3,SomeCollege,U.S. government and municipal securities,188122000000
education,detail,2004,4,College,Annuities,583013000000
education,detail,2004,4,College,Assets,39987998000000
education,detail,2004,4,College,Consumer credit,960771000000
education,detail,2004,4,College,Consumer durables,1938951000000
education,detail,2004,4,College,Corporate and foreign bonds,337638000000
education,detail,2004,4,College,Corporate equities and mutual fund shares,7625974000000
education,detail,2004,4,College,DB pension entitlements,4811426000000
education,detail,2004,4,College,DC pension entitlements,2204071000000
education,detail,2004,4,College,Debt securities,1644086000000
education,detail,2004,4,College,Deferred and unpaid life insurance premiums,14189000000
education,detail,2004,4,College,Depository institutions loans n.e.c.,-4389000000
education,detail,2004,4,College,Deposits,2516363000000
education,detail,2004,4,College,Financial assets,26494376000000
education,detail,2004,4,College,Home mortgages,4352829000000
education,detail,2004,4,College,Liabilities,5652072000000
education,detail,2004,4,College,Life insurance reserves,685566000000
education,detail,2004,4,College,Loans (Assets),685080000000
education,detail,2004,4,College,Loans (Liabilities),5637883000000
education,detail,2004,4,College,Miscellaneous assets,333395000000
education,detail,2004,4,College,Miscellaneous other equity,4537020000000
education,detail,2004,4,College,Money market fund shares,868381000000
education,detail,2004,4,College,Mortgages,59472000000
education,detail,2004,4,College,Net worth,34335926000000
education,detail,2004,4,College,Nonfinancial assets,13493622000000
education,detail,2004,4,College,Other loans and advances (Assets),625607000000
education,detail,2004,4,College,Other loans and advances (Liabilities),328673000000
education,detail,2004,4,College,Real estate,11554671000000
education,detail,2004,4,College,U.S. government and municipal securities,1306448000000
education,detail,2004,4,HS,Annuities,281191000000
education,detail,2004,4,HS,Assets,10529029000000
education,detail,2004,4,HS,Consumer credit,558020000000
education,detail,2004,4,HS,Consumer durables,891513000000
education,detail,2004,4,HS,Corporate and foreign bonds,48316000000
education,detail,2004,4,HS,Corporate equities and mutual fund shares,739459000000
education,detail,2004,4,HS,DB pension entitlements,2071351000000
education,detail,2004,4,HS,DC pension entitlements,460706000000
education,detail,2004,4,HS,Debt securities,176259000000
education,detail,2004,4,HS,Deferred and unpaid life insurance premiums,4165000000
education,detail,2004,4,HS,Depository institutions loans n.e.c.,-817000000
education,detail,2004,4,HS,Deposits,916645000000
education,detail,2004,4,HS,Financial assets,6058595000000
education,detail,2004,4,HS,Home mortgages,1418731000000
education,detail,2004,4,HS,Liabilities,2008990000000
education,detail,2004,4,HS,Life insurance reserves,198902000000
education,detail,2004,4,HS,Loans (Assets),89753000000
education,detail,2004,4,HS,Loans (Liabilities),2004826000000
education,detail,2004,4,HS,Miscellaneous assets,145144000000
education,detail,2004,4,HS,Miscellaneous other equity,834366000000
education,detail,2004,4,HS,Money market fund shares,144819000000
education,detail,2004,4,HS,Mortgages,29799000000
education,detail,2004,4,HS,Net worth,8520039000000
education,detail,2004,4,HS,Nonfinancial assets,4470434000000
education,detail,2004,4,HS,Other loans and advances (Assets),59954000000
education,detail,2004,4,HS,Other loans and advances (Liabilities),28892000000
education,detail,2004,4,HS,Real estate,3578921000000
education,detail,2004,4,HS,U.S. government and municipal securities,127943000000
education,detail,2004,4,NoHS,Annuities,31825000000
education,detail,2004,4,NoHS,Assets,2858736000000
education,detail,2004,4,NoHS,Consumer credit,119705000000
education,detail,2004,4,NoHS,Consumer durables,239560000000
education,detail,2004,4,NoHS,Corporate and foreign bonds,7282000000
education,detail,2004,4,NoHS,Corporate equities and mutual fund shares,142770000000
education,detail,2004,4,NoHS,DB pension entitlements,385979000000
education,detail,2004,4,NoHS,DC pension entitlements,48695000000
education,detail,2004,4,NoHS,Debt securities,32237000000
education,detail,2004,4,NoHS,Deferred and unpaid life insurance premiums,599000000
education,detail,2004,4,NoHS,Depository institutions loans n.e.c.,-556000000
education,detail,2004,4,NoHS,Deposits,356280000000
education,detail,2004,4,NoHS,Financial assets,1329334000000
education,detail,2004,4,NoHS,Home mortgages,299794000000
education,detail,2004,4,NoHS,Liabilities,423221000000
education,detail,2004,4,NoHS,Life insurance reserves,28303000000
education,detail,2004,4,NoHS,Loans (Assets),17669000000
education,detail,2004,4,NoHS,Loans (Liabilities),422623000000
education,detail,2004,4,NoHS,Miscellaneous assets,47181000000
education,detail,2004,4,NoHS,Miscellaneous other equity,212799000000
education,detail,2004,4,NoHS,Money market fund shares,25597000000
education,detail,2004,4,NoHS,Mortgages,8787000000
education,detail,2004,4,NoHS,Net worth,2435515000000
education,detail,2004,4,NoHS,Nonfinancial assets,1529402000000
education,detail,2004,4,NoHS,Other loans and advances (Assets),8881000000
education,detail,2004,4,NoHS,Other loans and advances (Liabilities),3680000000
education,detail,2004,4,NoHS,Real estate,1289843000000
education,detail,2004,4,NoHS,U.S. government and municipal securities,24955000000
education,detail,2004,4,SomeCollege,Annuities,257969000000
education,detail,2004,4,SomeCollege,Assets,11760452000000
education,detail,2004,4,SomeCollege,Consumer credit,581624000000
education,detail,2004,4,SomeCollege,Consumer durables,828195000000
education,detail,2004,4,SomeCollege,Corporate and foreign bonds,76638000000
education,detail,2004,4,SomeCollege,Corporate equities and mutual fund shares,1156997000000
education,detail,2004,4,SomeCollege,DB pension entitlements,1893962000000
education,detail,2004,4,SomeCollege,DC pension entitlements,581926000000
education,detail,2004,4,SomeCollege,Debt securities,306903000000
education,detail,2004,4,SomeCollege,Deferred and unpaid life insurance premiums,4548000000
education,detail,2004,4,SomeCollege,Depository institutions loans n.e.c.,-678000000
education,detail,2004,4,SomeCollege,Deposits,810838000000
education,detail,2004,4,SomeCollege,Financial assets,6888159000000
education,detail,2004,4,SomeCollege,Home mortgages,1769225000000
education,detail,2004,4,SomeCollege,Liabilities,2418924000000
education,detail,2004,4,SomeCollege,Life insurance reserves,216399000000
education,detail,2004,4,SomeCollege,Loans (Assets),145547000000
education,detail,2004,4,SomeCollege,Loans (Liabilities),2414376000000
education,detail,2004,4,SomeCollege,Miscellaneous assets,140703000000
education,detail,2004,4,SomeCollege,Miscellaneous other equity,1206376000000
education,detail,2004,4,SomeCollege,Money market fund shares,170539000000
education,detail,2004,4,SomeCollege,Mortgages,20975000000
education,detail,2004,4,SomeCollege,Net worth,9341527000000
education,detail,2004,4,SomeCollege,Nonfinancial assets,4872292000000
education,detail,2004,4,SomeCollege,Other loans and advances (Assets),124572000000
education,detail,2004,4,SomeCollege,Other loans and advances (Liabilities),64205000000
education,detail,2004,4,SomeCollege,Real estate,4044097000000
education,detail,2004,4,SomeCollege,U.S. government and municipal securities,230265000000
education,detail,2005,1,College,Annuities,590873000000
education,detail,2005,1,College,Assets,40579062000000
education,detail,2005,1,College,Consumer credit,962482000000
education,detail,2005,1,College,Consumer durables,1956674000000
education,detail,2005,1,College,Corporate and foreign bonds,350753000000
education,detail,2005,1,College,Corporate equities and mutual fund shares,7645131000000
education,detail,2005,1,College,DB pension entitlements,4871006000000
education,detail,2005,1,College,DC pension entitlements,2200801000000
education,detail,2005,1,College,Debt securities,1586734000000
education,detail,2005,1,College,Deferred and unpaid life insurance premiums,14377000000
education,detail,2005,1,College,Depository institutions loans n.e.c.,-12782000000
education,detail,2005,1,College,Deposits,2610749000000
education,detail,2005,1,College,Financial assets,26712959000000
education,detail,2005,1,College,Home mortgages,4433306000000
education,detail,2005,1,College,Liabilities,5724967000000
education,detail,2005,1,College,Life insurance reserves,686412000000
education,detail,2005,1,College,Loans (Assets),673130000000
education,detail,2005,1,College,Loans (Liabilities),5710590000000
education,detail,2005,1,College,Miscellaneous assets,337710000000
education,detail,2005,1,College,Miscellaneous other equity,4677771000000
education,detail,2005,1,College,Money market fund shares,832642000000
education,detail,2005,1,College,Mortgages,59177000000
education,detail,2005,1,College,Net worth,34854095000000
education,detail,2005,1,College,Nonfinancial assets,13866103000000
education,detail,2005,1,College,Other loans and advances (Assets),613953000000
education,detail,2005,1,College,Other loans and advances (Liabilities),327584000000
education,detail,2005,1,College,Real estate,11909429000000
education,detail,2005,1,College,U.S. government and municipal securities,1235981000000
education,detail,2005,1,HS,Annuities,279444000000
education,detail,2005,1,HS,Assets,10770315000000
education,detail,2005,1,HS,Consumer credit,544905000000
education,detail,2005,1,HS,Consumer durables,906349000000
education,detail,2005,1,HS,Corporate and foreign bonds,49803000000
education,detail,2005,1,HS,Corporate equities and mutual fund shares,746154000000
education,detail,2005,1,HS,DB pension entitlements,2081972000000
education,detail,2005,1,HS,DC pension entitlements,455763000000
education,detail,2005,1,HS,Debt securities,174549000000
education,detail,2005,1,HS,Deferred and unpaid life insurance premiums,4245000000
education,detail,2005,1,HS,Depository institutions loans n.e.c.,-2174000000
education,detail,2005,1,HS,Deposits,930633000000
education,detail,2005,1,HS,Financial assets,6118441000000
education,detail,2005,1,HS,Home mortgages,1505570000000
education,detail,2005,1,HS,Liabilities,2081739000000
education,detail,2005,1,HS,Life insurance reserves,200662000000
education,detail,2005,1,HS,Loans (Assets),93491000000
education,detail,2005,1,HS,Loans (Liabilities),2077495000000
education,detail,2005,1,HS,Miscellaneous assets,150026000000
education,detail,2005,1,HS,Miscellaneous other equity,864269000000
education,detail,2005,1,HS,Money market fund shares,141477000000
education,detail,2005,1,HS,Mortgages,30392000000
education,detail,2005,1,HS,Net worth,8688575000000
education,detail,2005,1,HS,Nonfinancial assets,4651874000000
education,detail,2005,1,HS,Other loans and advances (Assets),63099000000
education,detail,2005,1,HS,Other loans and advances (Liabilities),29194000000
education,detail,2005,1,HS,Real estate,3745525000000
education,detail,2005,1,HS,U.S. government and municipal securities,124746000000
education,detail,2005,1,NoHS,Annuities,29085000000
education,detail,2005,1,NoHS,Assets,2857737000000
education,detail,2005,1,NoHS,Consumer credit,117298000000
education,detail,2005,1,NoHS,Consumer durables,245315000000
education,detail,2005,1,NoHS,Corporate and foreign bonds,7563000000
education,detail,2005,1,NoHS,Corporate equities and mutual fund shares,143690000000
education,detail,2005,1,NoHS,DB pension entitlements,367091000000
education,detail,2005,1,NoHS,DC pension entitlements,50459000000
education,detail,2005,1,NoHS,Debt securities,34776000000
education,detail,2005,1,NoHS,Deferred and unpaid life insurance premiums,597000000
education,detail,2005,1,NoHS,Depository institutions loans n.e.c.,-1705000000
education,detail,2005,1,NoHS,Deposits,347257000000
education,detail,2005,1,NoHS,Financial assets,1307876000000
education,detail,2005,1,NoHS,Home mortgages,316678000000
education,detail,2005,1,NoHS,Liabilities,438322000000
education,detail,2005,1,NoHS,Life insurance reserves,28011000000
education,detail,2005,1,NoHS,Loans (Assets),18266000000
education,detail,2005,1,NoHS,Loans (Liabilities),437725000000
education,detail,2005,1,NoHS,Miscellaneous assets,48081000000
education,detail,2005,1,NoHS,Miscellaneous other equity,214826000000
education,detail,2005,1,NoHS,Money market fund shares,26334000000
education,detail,2005,1,NoHS,Mortgages,9426000000
education,detail,2005,1,NoHS,Net worth,2419415000000
education,detail,2005,1,NoHS,Nonfinancial assets,1549861000000
education,detail,2005,1,NoHS,Other loans and advances (Assets),8839000000
education,detail,2005,1,NoHS,Other loans and advances (Liabilities),5454000000
education,detail,2005,1,NoHS,Real estate,1304545000000
education,detail,2005,1,NoHS,U.S. government and municipal securities,27213000000
education,detail,2005,1,SomeCollege,Annuities,266225000000
education,detail,2005,1,SomeCollege,Assets,11969567000000
education,detail,2005,1,SomeCollege,Consumer credit,580289000000
education,detail,2005,1,SomeCollege,Consumer durables,846801000000
education,detail,2005,1,SomeCollege,Corporate and foreign bonds,78537000000
education,detail,2005,1,SomeCollege,Corporate equities and mutual fund shares,1154609000000
education,detail,2005,1,SomeCollege,DB pension entitlements,1952245000000
education,detail,2005,1,SomeCollege,DC pension entitlements,573835000000
education,detail,2005,1,SomeCollege,Debt securities,298277000000
education,detail,2005,1,SomeCollege,Deferred and unpaid life insurance premiums,4546000000
education,detail,2005,1,SomeCollege,Depository institutions loans n.e.c.,-2481000000
education,detail,2005,1,SomeCollege,Deposits,836562000000
education,detail,2005,1,SomeCollege,Financial assets,6948229000000
education,detail,2005,1,SomeCollege,Home mortgages,1813006000000
education,detail,2005,1,SomeCollege,Liabilities,2456593000000
education,detail,2005,1,SomeCollege,Life insurance reserves,214702000000
education,detail,2005,1,SomeCollege,Loans (Assets),143176000000
education,detail,2005,1,SomeCollege,Loans (Liabilities),2452047000000
education,detail,2005,1,SomeCollege,Miscellaneous assets,144068000000
education,detail,2005,1,SomeCollege,Miscellaneous other equity,1198528000000
education,detail,2005,1,SomeCollege,Money market fund shares,166001000000
education,detail,2005,1,SomeCollege,Mortgages,22847000000
education,detail,2005,1,SomeCollege,Net worth,9512975000000
education,detail,2005,1,SomeCollege,Nonfinancial assets,5021338000000
education,detail,2005,1,SomeCollege,Other loans and advances (Assets),120330000000
education,detail,2005,1,SomeCollege,Other loans and advances (Liabilities),61234000000
education,detail,2005,1,SomeCollege,Real estate,4174538000000
education,detail,2005,1,SomeCollege,U.S. government and municipal securities,219740000000
education,detail,2005,2,College,Annuities,606213000000
education,detail,2005,2,College,Assets,41679097000000
education,detail,2005,2,College,Consumer credit,973516000000
education,detail,2005,2,College,Consumer durables,1969760000000
education,detail,2005,2,College,Corporate and foreign bonds,370854000000
education,detail,2005,2,College,Corporate equities and mutual fund shares,7861920000000
education,detail,2005,2,College,DB pension entitlements,4933055000000
education,detail,2005,2,College,DC pension entitlements,2274486000000
education,detail,2005,2,College,Debt securities,1677737000000
education,detail,2005,2,College,Deferred and unpaid life insurance premiums,14886000000
education,detail,2005,2,College,Depository institutions loans n.e.c.,-7780000000
education,detail,2005,2,College,Deposits,2663290000000
education,detail,2005,2,College,Financial assets,27438960000000
education,detail,2005,2,College,Home mortgages,4563463000000
education,detail,2005,2,College,Liabilities,5872940000000
education,detail,2005,2,College,Life insurance reserves,690871000000
education,detail,2005,2,College,Loans (Assets),680588000000
education,detail,2005,2,College,Loans (Liabilities),5858054000000
education,detail,2005,2,College,Miscellaneous assets,339772000000
education,detail,2005,2,College,Miscellaneous other equity,4900228000000
education,detail,2005,2,College,Money market fund shares,810798000000
education,detail,2005,2,College,Mortgages,58479000000
education,detail,2005,2,College,Net worth,35806156000000
education,detail,2005,2,College,Nonfinancial assets,14240137000000
education,detail,2005,2,College,Other loans and advances (Assets),622109000000
education,detail,2005,2,College,Other loans and advances (Liabilities),328856000000
education,detail,2005,2,College,Real estate,12270377000000
education,detail,2005,2,College,U.S. government and municipal securities,1306883000000
education,detail,2005,2,HS,Annuities,283106000000
education,detail,2005,2,HS,Assets,11123590000000
education,detail,2005,2,HS,Consumer credit,551528000000
education,detail,2005,2,HS,Consumer durables,921803000000
education,detail,2005,2,HS,Corporate and foreign bonds,52542000000
education,detail,2005,2,HS,Corporate equities and mutual fund shares,779687000000
education,detail,2005,2,HS,DB pension entitlements,2099575000000
education,detail,2005,2,HS,DC pension entitlements,468653000000
education,detail,2005,2,HS,Debt securities,185758000000
