slice,variant,year,quarter,bucket,category,dollars
generation,detail,2003,2,GenX,Real estate,2355458000000
generation,detail,2003,2,GenX,U.S. government and municipal securities,24433000000
generation,detail,2003,2,Millennial,Annuities,0
generation,detail,2003,2,Millennial,Assets,98054000000
generation,detail,2003,2,Millennial,Consumer credit,25463000000
generation,detail,2003,2,Millennial,Consumer durables,29040000000
generation,detail,2003,2,Millennial,Corporate and foreign bonds,0
generation,detail,2003,2,Millennial,Corporate equities and mutual fund shares,0
generation,detail,2003,2,Millennial,DB pension entitlements,572000000
generation,detail,2003,2,Millennial,DC pension entitlements,176000000
generation,detail,2003,2,Millennial,Debt securities,1340000000
generation,detail,2003,2,Millennial,Deferred and unpaid life insurance premiums,158000000
generation,detail,2003,2,Millennial,Depository institutions loans n.e.c.,0
generation,detail,2003,2,Millennial,Deposits,7616000000
generation,detail,2003,2,Millennial,Financial assets,25093000000
generation,detail,2003,2,Millennial,Home mortgages,19877000000
generation,detail,2003,2,Millennial,Liabilities,45836000000
generation,detail,2003,2,Millennial,Life insurance reserves,7174000000
generation,detail,2003,2,Millennial,Loans (Assets),1000000
generation,detail,2003,2,Millennial,Loans (Liabilities),45678000000
generation,detail,2003,2,Millennial,Miscellaneous assets,3101000000
generation,detail,2003,2,Millennial,Miscellaneous other equity,3836000000
generation,detail,2003,2,Millennial,Money market fund shares,1278000000
generation,detail,2003,2,Millennial,Mortgages,1000000
generation,detail,2003,2,Millennial,Net worth,52218000000
generation,detail,2003,2,Millennial,Nonfinancial assets,72961000000
generation,detail,2003,2,Millennial,Other loans and advances (Assets),0
generation,detail,2003,2,Millennial,Other loans and advances (Liabilities),338000000
generation,detail,2003,2,Millennial,Real estate,43921000000
generation,detail,2003,2,Millennial,U.S. government and municipal securities,1340000000
generation,detail,2003,2,Silent,Annuities,278605000000
generation,detail,2003,2,Silent,Assets,24653935000000
generation,detail,2003,2,Silent,Consumer credit,330452000000
generation,detail,2003,2,Silent,Consumer durables,1263713000000
generation,detail,2003,2,Silent,Corporate and foreign bonds,410671000000
generation,detail,2003,2,Silent,Corporate equities and mutual fund shares,3921726000000
generation,detail,2003,2,Silent,DB pension entitlements,4256128000000
generation,detail,2003,2,Silent,DC pension entitlements,765368000000
generation,detail,2003,2,Silent,Debt securities,797702000000
generation,detail,2003,2,Silent,Deferred and unpaid life insurance premiums,8022000000
generation,detail,2003,2,Silent,Depository institutions loans n.e.c.,-7494000000
generation,detail,2003,2,Silent,Deposits,2348127000000
generation,detail,2003,2,Silent,Financial assets,16816934000000
generation,detail,2003,2,Silent,Home mortgages,1026048000000
generation,detail,2003,2,Silent,Liabilities,1575417000000
generation,detail,2003,2,Silent,Life insurance reserves,387239000000
generation,detail,2003,2,Silent,Loans (Assets),553599000000
generation,detail,2003,2,Silent,Loans (Liabilities),1567395000000
generation,detail,2003,2,Silent,Miscellaneous assets,212240000000
generation,detail,2003,2,Silent,Miscellaneous other equity,2526460000000
generation,detail,2003,2,Silent,Money market fund shares,769741000000
generation,detail,2003,2,Silent,Mortgages,76458000000
generation,detail,2003,2,Silent,Net worth,23078518000000
generation,detail,2003,2,Silent,Nonfinancial assets,7837001000000
generation,detail,2003,2,Silent,Other loans and advances (Assets),477141000000
generation,detail,2003,2,Silent,Other loans and advances (Liabilities),218389000000
generation,detail,2003,2,Silent,Real estate,6573288000000
generation,detail,2003,2,Silent,U.S. government and municipal securities,387030000000
generation,detail,2003,3,BabyBoom,Annuities,676088000000
generation,detail,2003,3,BabyBoom,Assets,25272947000000
generation,detail,2003,3,BabyBoom,Consumer credit,971741000000
generation,detail,2003,3,BabyBoom,Consumer durables,1663571000000
generation,detail,2003,3,BabyBoom,Corporate and foreign bonds,161517000000
generation,detail,2003,3,BabyBoom,Corporate equities and mutual fund shares,3203588000000
generation,detail,2003,3,BabyBoom,DB pension entitlements,3886119000000
generation,detail,2003,3,BabyBoom,DC pension entitlements,1727045000000
generation,detail,2003,3,BabyBoom,Debt securities,340855000000
generation,detail,2003,3,BabyBoom,Deferred and unpaid life insurance premiums,10246000000
generation,detail,2003,3,BabyBoom,Depository institutions loans n.e.c.,-9954000000
generation,detail,2003,3,BabyBoom,Deposits,1400793000000
generation,detail,2003,3,BabyBoom,Financial assets,15457405000000
generation,detail,2003,3,BabyBoom,Home mortgages,3817149000000
generation,detail,2003,3,BabyBoom,Liabilities,4967128000000
generation,detail,2003,3,BabyBoom,Life insurance reserves,479203000000
generation,detail,2003,3,BabyBoom,Loans (Assets),255013000000
generation,detail,2003,3,BabyBoom,Loans (Liabilities),4956882000000
generation,detail,2003,3,BabyBoom,Miscellaneous assets,267228000000
generation,detail,2003,3,BabyBoom,Miscellaneous other equity,2675801000000
generation,detail,2003,3,BabyBoom,Money market fund shares,545672000000
generation,detail,2003,3,BabyBoom,Mortgages,32855000000
generation,detail,2003,3,BabyBoom,Net worth,20305819000000
generation,detail,2003,3,BabyBoom,Nonfinancial assets,9815542000000
generation,detail,2003,3,BabyBoom,Other loans and advances (Assets),222158000000
generation,detail,2003,3,BabyBoom,Other loans and advances (Liabilities),177947000000
generation,detail,2003,3,BabyBoom,Real estate,8151971000000
generation,detail,2003,3,BabyBoom,U.S. government and municipal securities,179338000000
generation,detail,2003,3,GenX,Annuities,20899000000
generation,detail,2003,3,GenX,Assets,5236985000000
generation,detail,2003,3,GenX,Consumer credit,721243000000
generation,detail,2003,3,GenX,Consumer durables,651883000000
generation,detail,2003,3,GenX,Corporate and foreign bonds,14127000000
generation,detail,2003,3,GenX,Corporate equities and mutual fund shares,359162000000
generation,detail,2003,3,GenX,DB pension entitlements,193643000000
generation,detail,2003,3,GenX,DC pension entitlements,227189000000
generation,detail,2003,3,GenX,Debt securities,40625000000
generation,detail,2003,3,GenX,Deferred and unpaid life insurance premiums,3443000000
generation,detail,2003,3,GenX,Depository institutions loans n.e.c.,-2107000000
generation,detail,2003,3,GenX,Deposits,399689000000
generation,detail,2003,3,GenX,Financial assets,2090245000000
generation,detail,2003,3,GenX,Home mortgages,1800964000000
generation,detail,2003,3,GenX,Liabilities,2536165000000
generation,detail,2003,3,GenX,Life insurance reserves,154821000000
generation,detail,2003,3,GenX,Loans (Assets),28504000000
generation,detail,2003,3,GenX,Loans (Liabilities),2532722000000
generation,detail,2003,3,GenX,Miscellaneous assets,101004000000
generation,detail,2003,3,GenX,Miscellaneous other equity,486204000000
generation,detail,2003,3,GenX,Money market fund shares,78504000000
generation,detail,2003,3,GenX,Mortgages,340000000
generation,detail,2003,3,GenX,Net worth,2700820000000
generation,detail,2003,3,GenX,Nonfinancial assets,3146740000000
generation,detail,2003,3,GenX,Other loans and advances (Assets),28164000000
generation,detail,2003,3,GenX,Other loans and advances (Liabilities),12621000000
generation,detail,2003,3,GenX,Real estate,2494857000000
generation,detail,2003,3,GenX,U.S. government and municipal securities,26498000000
generation,detail,2003,3,Millennial,Annuities,0
generation,detail,2003,3,Millennial,Assets,109265000000
generation,detail,2003,3,Millennial,Consumer credit,28744000000
generation,detail,2003,3,Millennial,Consumer durables,32155000000
generation,detail,2003,3,Millennial,Corporate and foreign bonds,457000000
generation,detail,2003,3,Millennial,Corporate equities and mutual fund shares,0
generation,detail,2003,3,Millennial,DB pension entitlements,886000000
generation,detail,2003,3,Millennial,DC pension entitlements,484000000
generation,detail,2003,3,Millennial,Debt securities,2062000000
generation,detail,2003,3,Millennial,Deferred and unpaid life insurance premiums,154000000
generation,detail,2003,3,Millennial,Depository institutions loans n.e.c.,0
generation,detail,2003,3,Millennial,Deposits,7936000000
generation,detail,2003,3,Millennial,Financial assets,29097000000
generation,detail,2003,3,Millennial,Home mortgages,30383000000
generation,detail,2003,3,Millennial,Liabilities,59404000000
generation,detail,2003,3,Millennial,Life insurance reserves,6773000000
generation,detail,2003,3,Millennial,Loans (Assets),0
generation,detail,2003,3,Millennial,Loans (Liabilities),59250000000
generation,detail,2003,3,Millennial,Miscellaneous assets,3545000000
generation,detail,2003,3,Millennial,Miscellaneous other equity,5860000000
generation,detail,2003,3,Millennial,Money market fund shares,1550000000
generation,detail,2003,3,Millennial,Mortgages,0
generation,detail,2003,3,Millennial,Net worth,49861000000
generation,detail,2003,3,Millennial,Nonfinancial assets,80168000000
generation,detail,2003,3,Millennial,Other loans and advances (Assets),0
generation,detail,2003,3,Millennial,Other loans and advances (Liabilities),124000000
generation,detail,2003,3,Millennial,Real estate,48013000000
generation,detail,2003,3,Millennial,U.S. government and municipal securities,1606000000
generation,detail,2003,3,Silent,Annuities,277600000000
generation,detail,2003,3,Silent,Assets,24877142000000
generation,detail,2003,3,Silent,Consumer credit,337947000000
generation,detail,2003,3,Silent,Consumer durables,1283234000000
generation,detail,2003,3,Silent,Corporate and foreign bonds,338303000000
generation,detail,2003,3,Silent,Corporate equities and mutual fund shares,4059195000000
generation,detail,2003,3,Silent,DB pension entitlements,4297616000000
generation,detail,2003,3,Silent,DC pension entitlements,762478000000
generation,detail,2003,3,Silent,Debt securities,773390000000
generation,detail,2003,3,Silent,Deferred and unpaid life insurance premiums,8248000000
generation,detail,2003,3,Silent,Depository institutions loans n.e.c.,-11080000000
generation,detail,2003,3,Silent,Deposits,2356429000000
generation,detail,2003,3,Silent,Financial assets,16976871000000
generation,detail,2003,3,Silent,Home mortgages,1042437000000
generation,detail,2003,3,Silent,Liabilities,1587171000000
generation,detail,2003,3,Silent,Life insurance reserves,405980000000
generation,detail,2003,3,Silent,Loans (Assets),556472000000
generation,detail,2003,3,Silent,Loans (Liabilities),1578923000000
generation,detail,2003,3,Silent,Miscellaneous assets,219499000000
generation,detail,2003,3,Silent,Miscellaneous other equity,2525201000000
generation,detail,2003,3,Silent,Money market fund shares,743011000000
generation,detail,2003,3,Silent,Mortgages,75758000000
generation,detail,2003,3,Silent,Net worth,23289971000000
generation,detail,2003,3,Silent,Nonfinancial assets,7900272000000
generation,detail,2003,3,Silent,Other loans and advances (Assets),480714000000
generation,detail,2003,3,Silent,Other loans and advances (Liabilities),209619000000
generation,detail,2003,3,Silent,Real estate,6617038000000
generation,detail,2003,3,Silent,U.S. government and municipal securities,435087000000
generation,detail,2003,4,BabyBoom,Annuities,719057000000
generation,detail,2003,4,BabyBoom,Assets,26320461000000
generation,detail,2003,4,BabyBoom,Consumer credit,978641000000
generation,detail,2003,4,BabyBoom,Consumer durables,1680626000000
generation,detail,2003,4,BabyBoom,Corporate and foreign bonds,182698000000
generation,detail,2003,4,BabyBoom,Corporate equities and mutual fund shares,3658682000000
generation,detail,2003,4,BabyBoom,DB pension entitlements,3931381000000
generation,detail,2003,4,BabyBoom,DC pension entitlements,1863131000000
generation,detail,2003,4,BabyBoom,Debt securities,380625000000
generation,detail,2003,4,BabyBoom,Deferred and unpaid life insurance premiums,10175000000
generation,detail,2003,4,BabyBoom,Depository institutions loans n.e.c.,7594000000
generation,detail,2003,4,BabyBoom,Deposits,1423942000000
generation,detail,2003,4,BabyBoom,Financial assets,16255577000000
generation,detail,2003,4,BabyBoom,Home mortgages,3933959000000
generation,detail,2003,4,BabyBoom,Liabilities,5077402000000
generation,detail,2003,4,BabyBoom,Life insurance reserves,486955000000
generation,detail,2003,4,BabyBoom,Loans (Assets),243429000000
generation,detail,2003,4,BabyBoom,Loans (Liabilities),5067228000000
generation,detail,2003,4,BabyBoom,Miscellaneous assets,274725000000
generation,detail,2003,4,BabyBoom,Miscellaneous other equity,2741490000000
generation,detail,2003,4,BabyBoom,Money market fund shares,532160000000
generation,detail,2003,4,BabyBoom,Mortgages,33764000000
generation,detail,2003,4,BabyBoom,Net worth,21243059000000
generation,detail,2003,4,BabyBoom,Nonfinancial assets,10064885000000
generation,detail,2003,4,BabyBoom,Other loans and advances (Assets),209665000000
generation,detail,2003,4,BabyBoom,Other loans and advances (Liabilities),147034000000
generation,detail,2003,4,BabyBoom,Real estate,8384259000000
generation,detail,2003,4,BabyBoom,U.S. government and municipal securities,197927000000
generation,detail,2003,4,GenX,Annuities,28600000000
generation,detail,2003,4,GenX,Assets,5661901000000
generation,detail,2003,4,GenX,Consumer credit,745359000000
generation,detail,2003,4,GenX,Consumer durables,662762000000
generation,detail,2003,4,GenX,Corporate and foreign bonds,16228000000
generation,detail,2003,4,GenX,Corporate equities and mutual fund shares,497998000000
generation,detail,2003,4,GenX,DB pension entitlements,198505000000
generation,detail,2003,4,GenX,DC pension entitlements,316557000000
generation,detail,2003,4,GenX,Debt securities,44414000000
generation,detail,2003,4,GenX,Deferred and unpaid life insurance premiums,3226000000
generation,detail,2003,4,GenX,Depository institutions loans n.e.c.,2234000000
generation,detail,2003,4,GenX,Deposits,411039000000
generation,detail,2003,4,GenX,Financial assets,2378779000000
generation,detail,2003,4,GenX,Home mortgages,1883867000000
generation,detail,2003,4,GenX,Liabilities,2648747000000
generation,detail,2003,4,GenX,Life insurance reserves,153700000000
generation,detail,2003,4,GenX,Loans (Assets),30574000000
generation,detail,2003,4,GenX,Loans (Liabilities),2645521000000
generation,detail,2003,4,GenX,Miscellaneous assets,105721000000
generation,detail,2003,4,GenX,Miscellaneous other equity,516267000000
generation,detail,2003,4,GenX,Money market fund shares,75403000000
generation,detail,2003,4,GenX,Mortgages,425000000
generation,detail,2003,4,GenX,Net worth,3013154000000
generation,detail,2003,4,GenX,Nonfinancial assets,3283122000000
generation,detail,2003,4,GenX,Other loans and advances (Assets),30149000000
generation,detail,2003,4,GenX,Other loans and advances (Liabilities),14060000000
generation,detail,2003,4,GenX,Real estate,2620360000000
generation,detail,2003,4,GenX,U.S. government and municipal securities,28186000000
generation,detail,2003,4,Millennial,Annuities,0
generation,detail,2003,4,Millennial,Assets,126232000000
generation,detail,2003,4,Millennial,Consumer credit,33210000000
generation,detail,2003,4,Millennial,Consumer durables,36170000000
generation,detail,2003,4,Millennial,Corporate and foreign bonds,0
generation,detail,2003,4,Millennial,Corporate equities and mutual fund shares,2025000000
generation,detail,2003,4,Millennial,DB pension entitlements,1124000000
generation,detail,2003,4,Millennial,DC pension entitlements,2650000000
generation,detail,2003,4,Millennial,Debt securities,1888000000
generation,detail,2003,4,Millennial,Deferred and unpaid life insurance premiums,146000000
generation,detail,2003,4,Millennial,Depository institutions loans n.e.c.,25000000
generation,detail,2003,4,Millennial,Deposits,8947000000
generation,detail,2003,4,Millennial,Financial assets,36239000000
generation,detail,2003,4,Millennial,Home mortgages,29936000000
generation,detail,2003,4,Millennial,Liabilities,63316000000
generation,detail,2003,4,Millennial,Life insurance reserves,6167000000
generation,detail,2003,4,Millennial,Loans (Assets),0
generation,detail,2003,4,Millennial,Loans (Liabilities),63171000000
generation,detail,2003,4,Millennial,Miscellaneous assets,4040000000
generation,detail,2003,4,Millennial,Miscellaneous other equity,7543000000
generation,detail,2003,4,Millennial,Money market fund shares,1856000000
generation,detail,2003,4,Millennial,Mortgages,0
generation,detail,2003,4,Millennial,Net worth,62915000000
generation,detail,2003,4,Millennial,Nonfinancial assets,89993000000
generation,detail,2003,4,Millennial,Other loans and advances (Assets),0
generation,detail,2003,4,Millennial,Other loans and advances (Liabilities),0
generation,detail,2003,4,Millennial,Real estate,53823000000
generation,detail,2003,4,Millennial,U.S. government and municipal securities,1888000000
generation,detail,2003,4,Silent,Annuities,274338000000
generation,detail,2003,4,Silent,Assets,25451904000000
generation,detail,2003,4,Silent,Consumer credit,345722000000
generation,detail,2003,4,Silent,Consumer durables,1298043000000
generation,detail,2003,4,Silent,Corporate and foreign bonds,375278000000
generation,detail,2003,4,Silent,Corporate equities and mutual fund shares,4397644000000
generation,detail,2003,4,Silent,DB pension entitlements,4339650000000
generation,detail,2003,4,Silent,DC pension entitlements,781871000000
generation,detail,2003,4,Silent,Debt securities,853573000000
generation,detail,2003,4,Silent,Deferred and unpaid life insurance premiums,8449000000
generation,detail,2003,4,Silent,Depository institutions loans n.e.c.,9088000000
generation,detail,2003,4,Silent,Deposits,2379211000000
generation,detail,2003,4,Silent,Financial assets,17469597000000
generation,detail,2003,4,Silent,Home mortgages,1047851000000
generation,detail,2003,4,Silent,Liabilities,1610473000000
generation,detail,2003,4,Silent,Life insurance reserves,424258000000
generation,detail,2003,4,Silent,Loans (Assets),560235000000
generation,detail,2003,4,Silent,Loans (Liabilities),1602025000000
generation,detail,2003,4,Silent,Miscellaneous assets,227224000000
generation,detail,2003,4,Silent,Miscellaneous other equity,2510453000000
generation,detail,2003,4,Silent,Money market fund shares,721142000000
generation,detail,2003,4,Silent,Mortgages,75828000000
generation,detail,2003,4,Silent,Net worth,23841431000000
generation,detail,2003,4,Silent,Nonfinancial assets,7982307000000
generation,detail,2003,4,Silent,Other loans and advances (Assets),484407000000
generation,detail,2003,4,Silent,Other loans and advances (Liabilities),199364000000
generation,detail,2003,4,Silent,Real estate,6684263000000
generation,detail,2003,4,Silent,U.S. government and municipal securities,478295000000
generation,detail,2004,1,BabyBoom,Annuities,751423000000
generation,detail,2004,1,BabyBoom,Assets,27616754000000
generation,detail,2004,1,BabyBoom,Consumer credit,965692000000
generation,detail,2004,1,BabyBoom,Consumer durables,1703756000000
generation,detail,2004,1,BabyBoom,Corporate and foreign bonds,197207000000
generation,detail,2004,1,BabyBoom,Corporate equities and mutual fund shares,3910307000000
generation,detail,2004,1,BabyBoom,DB pension entitlements,4050228000000
generation,detail,2004,1,BabyBoom,DC pension entitlements,1903729000000
generation,detail,2004,1,BabyBoom,Debt securities,676971000000
generation,detail,2004,1,BabyBoom,Deferred and unpaid life insurance premiums,10118000000
generation,detail,2004,1,BabyBoom,Depository institutions loans n.e.c.,6843000000
generation,detail,2004,1,BabyBoom,Deposits,1483034000000
generation,detail,2004,1,BabyBoom,Financial assets,17161895000000
generation,detail,2004,1,BabyBoom,Home mortgages,4014022000000
generation,detail,2004,1,BabyBoom,Liabilities,5159732000000
generation,detail,2004,1,BabyBoom,Life insurance reserves,486057000000
generation,detail,2004,1,BabyBoom,Loans (Assets),258183000000
generation,detail,2004,1,BabyBoom,Loans (Liabilities),5149614000000
generation,detail,2004,1,BabyBoom,Miscellaneous assets,277494000000
generation,detail,2004,1,BabyBoom,Miscellaneous other equity,2846356000000
generation,detail,2004,1,BabyBoom,Money market fund shares,518113000000
generation,detail,2004,1,BabyBoom,Mortgages,34930000000
generation,detail,2004,1,BabyBoom,Net worth,22457022000000
generation,detail,2004,1,BabyBoom,Nonfinancial assets,10454860000000
generation,detail,2004,1,BabyBoom,Other loans and advances (Assets),223254000000
generation,detail,2004,1,BabyBoom,Other loans and advances (Liabilities),163057000000
generation,detail,2004,1,BabyBoom,Real estate,8751103000000
generation,detail,2004,1,BabyBoom,U.S. government and municipal securities,479764000000
generation,detail,2004,1,GenX,Annuities,33641000000
generation,detail,2004,1,GenX,Assets,5983101000000
generation,detail,2004,1,GenX,Consumer credit,748634000000
generation,detail,2004,1,GenX,Consumer durables,680821000000
generation,detail,2004,1,GenX,Corporate and foreign bonds,17524000000
generation,detail,2004,1,GenX,Corporate equities and mutual fund shares,559683000000
generation,detail,2004,1,GenX,DB pension entitlements,206458000000
generation,detail,2004,1,GenX,DC pension entitlements,327688000000
generation,detail,2004,1,GenX,Debt securities,53586000000
generation,detail,2004,1,GenX,Deferred and unpaid life insurance premiums,3010000000
generation,detail,2004,1,GenX,Depository institutions loans n.e.c.,1980000000
generation,detail,2004,1,GenX,Deposits,442055000000
generation,detail,2004,1,GenX,Financial assets,2543899000000
generation,detail,2004,1,GenX,Home mortgages,1968916000000
generation,detail,2004,1,GenX,Liabilities,2736378000000
generation,detail,2004,1,GenX,Life insurance reserves,147701000000
generation,detail,2004,1,GenX,Loans (Assets),30643000000
generation,detail,2004,1,GenX,Loans (Liabilities),2733368000000
generation,detail,2004,1,GenX,Miscellaneous assets,107822000000
generation,detail,2004,1,GenX,Miscellaneous other equity,562485000000
generation,detail,2004,1,GenX,Money market fund shares,72137000000
generation,detail,2004,1,GenX,Mortgages,354000000
generation,detail,2004,1,GenX,Net worth,3246723000000
generation,detail,2004,1,GenX,Nonfinancial assets,3439202000000
generation,detail,2004,1,GenX,Other loans and advances (Assets),30289000000
generation,detail,2004,1,GenX,Other loans and advances (Liabilities),13838000000
generation,detail,2004,1,GenX,Real estate,2758381000000
generation,detail,2004,1,GenX,U.S. government and municipal securities,36062000000
generation,detail,2004,1,Millennial,Annuities,25000000
generation,detail,2004,1,Millennial,Assets,149448000000
generation,detail,2004,1,Millennial,Consumer credit,35579000000
generation,detail,2004,1,Millennial,Consumer durables,41704000000
generation,detail,2004,1,Millennial,Corporate and foreign bonds,0
generation,detail,2004,1,Millennial,Corporate equities and mutual fund shares,4173000000
generation,detail,2004,1,Millennial,DB pension entitlements,533000000
generation,detail,2004,1,Millennial,DC pension entitlements,3092000000
generation,detail,2004,1,Millennial,Debt securities,0
generation,detail,2004,1,Millennial,Deferred and unpaid life insurance premiums,133000000
generation,detail,2004,1,Millennial,Depository institutions loans n.e.c.,25000000
generation,detail,2004,1,Millennial,Deposits,11324000000
generation,detail,2004,1,Millennial,Financial assets,42778000000
generation,detail,2004,1,Millennial,Home mortgages,34126000000
generation,detail,2004,1,Millennial,Liabilities,69863000000
generation,detail,2004,1,Millennial,Life insurance reserves,5602000000
generation,detail,2004,1,Millennial,Loans (Assets),0
generation,detail,2004,1,Millennial,Loans (Liabilities),69730000000
generation,detail,2004,1,Millennial,Miscellaneous assets,4350000000
generation,detail,2004,1,Millennial,Miscellaneous other equity,11497000000
generation,detail,2004,1,Millennial,Money market fund shares,2182000000
generation,detail,2004,1,Millennial,Mortgages,0
generation,detail,2004,1,Millennial,Net worth,79585000000
generation,detail,2004,1,Millennial,Nonfinancial assets,106670000000
generation,detail,2004,1,Millennial,Other loans and advances (Assets),0
generation,detail,2004,1,Millennial,Other loans and advances (Liabilities),0
generation,detail,2004,1,Millennial,Real estate,64966000000
generation,detail,2004,1,Millennial,U.S. government and municipal securities,0
generation,detail,2004,1,Silent,Annuities,272131000000
generation,detail,2004,1,Silent,Assets,26379934000000
generation,detail,2004,1,Silent,Consumer credit,346567000000
generation,detail,2004,1,Silent,Consumer durables,1311484000000
generation,detail,2004,1,Silent,Corporate and foreign bonds,393765000000
generation,detail,2004,1,Silent,Corporate equities and mutual fund shares,4539206000000
generation,detail,2004,1,Silent,DB pension entitlements,4386857000000
generation,detail,2004,1,Silent,DC pension entitlements,777176000000
generation,detail,2004,1,Silent,Debt securities,1345569000000
generation,detail,2004,1,Silent,Deferred and unpaid life insurance premiums,8661000000
generation,detail,2004,1,Silent,Depository institutions loans n.e.c.,8306000000
generation,detail,2004,1,Silent,Deposits,2424572000000
generation,detail,2004,1,Silent,Financial assets,18208907000000
generation,detail,2004,1,Silent,Home mortgages,1051624000000
generation,detail,2004,1,Silent,Liabilities,1608899000000
generation,detail,2004,1,Silent,Life insurance reserves,437482000000
generation,detail,2004,1,Silent,Loans (Assets),565902000000
generation,detail,2004,1,Silent,Loans (Liabilities),1600238000000
generation,detail,2004,1,Silent,Miscellaneous assets,229669000000
generation,detail,2004,1,Silent,Miscellaneous other equity,2531609000000
generation,detail,2004,1,Silent,Money market fund shares,698733000000
generation,detail,2004,1,Silent,Mortgages,76883000000
generation,detail,2004,1,Silent,Net worth,24771035000000
generation,detail,2004,1,Silent,Nonfinancial assets,8171027000000
generation,detail,2004,1,Silent,Other loans and advances (Assets),489020000000
generation,detail,2004,1,Silent,Other loans and advances (Liabilities),193742000000
generation,detail,2004,1,Silent,Real estate,6859542000000
generation,detail,2004,1,Silent,U.S. government and municipal securities,951804000000
generation,detail,2004,2,BabyBoom,Annuities,771310000000
generation,detail,2004,2,BabyBoom,Assets,28346768000000
generation,detail,2004,2,BabyBoom,Consumer credit,963365000000
generation,detail,2004,2,BabyBoom,Consumer durables,1723536000000
generation,detail,2004,2,BabyBoom,Corporate and foreign bonds,191541000000
generation,detail,2004,2,BabyBoom,Corporate equities and mutual fund shares,3948719000000
generation,detail,2004,2,BabyBoom,DB pension entitlements,4186254000000
generation,detail,2004,2,BabyBoom,DC pension entitlements,1937301000000
generation,detail,2004,2,BabyBoom,Debt securities,604199000000
generation,detail,2004,2,BabyBoom,Deferred and unpaid life insurance premiums,10366000000
generation,detail,2004,2,BabyBoom,Depository institutions loans n.e.c.,6597000000
generation,detail,2004,2,BabyBoom,Deposits,1515169000000
generation,detail,2004,2,BabyBoom,Financial assets,17542789000000
generation,detail,2004,2,BabyBoom,Home mortgages,4120683000000
generation,detail,2004,2,BabyBoom,Liabilities,5286137000000
generation,detail,2004,2,BabyBoom,Life insurance reserves,489688000000
generation,detail,2004,2,BabyBoom,Loans (Assets),283738000000
generation,detail,2004,2,BabyBoom,Loans (Liabilities),5275771000000
generation,detail,2004,2,BabyBoom,Miscellaneous assets,280325000000
generation,detail,2004,2,BabyBoom,Miscellaneous other equity,3023258000000
generation,detail,2004,2,BabyBoom,Money market fund shares,502829000000
generation,detail,2004,2,BabyBoom,Mortgages,36124000000
generation,detail,2004,2,BabyBoom,Net worth,23060630000000
generation,detail,2004,2,BabyBoom,Nonfinancial assets,10803979000000
generation,detail,2004,2,BabyBoom,Other loans and advances (Assets),247614000000
generation,detail,2004,2,BabyBoom,Other loans and advances (Liabilities),185127000000
generation,detail,2004,2,BabyBoom,Real estate,9080443000000
generation,detail,2004,2,BabyBoom,U.S. government and municipal securities,412658000000
generation,detail,2004,2,GenX,Annuities,35352000000
generation,detail,2004,2,GenX,Assets,6242799000000
generation,detail,2004,2,GenX,Consumer credit,761613000000
generation,detail,2004,2,GenX,Consumer durables,687910000000
generation,detail,2004,2,GenX,Corporate and foreign bonds,16362000000
generation,detail,2004,2,GenX,Corporate equities and mutual fund shares,534429000000
generation,detail,2004,2,GenX,DB pension entitlements,199831000000
generation,detail,2004,2,GenX,DC pension entitlements,332735000000
generation,detail,2004,2,GenX,Debt securities,53040000000
generation,detail,2004,2,GenX,Deferred and unpaid life insurance premiums,3126000000
generation,detail,2004,2,GenX,Depository institutions loans n.e.c.,1894000000
generation,detail,2004,2,GenX,Deposits,458139000000
generation,detail,2004,2,GenX,Financial assets,2603197000000
generation,detail,2004,2,GenX,Home mortgages,2106692000000
generation,detail,2004,2,GenX,Liabilities,2886703000000
generation,detail,2004,2,GenX,Life insurance reserves,143753000000
generation,detail,2004,2,GenX,Loans (Assets),29866000000
generation,detail,2004,2,GenX,Loans (Liabilities),2883577000000
generation,detail,2004,2,GenX,Miscellaneous assets,109889000000
generation,detail,2004,2,GenX,Miscellaneous other equity,637690000000
generation,detail,2004,2,GenX,Money market fund shares,68471000000
generation,detail,2004,2,GenX,Mortgages,275000000
generation,detail,2004,2,GenX,Net worth,3356096000000
generation,detail,2004,2,GenX,Nonfinancial assets,3639601000000
generation,detail,2004,2,GenX,Other loans and advances (Assets),29591000000
generation,detail,2004,2,GenX,Other loans and advances (Liabilities),13378000000
generation,detail,2004,2,GenX,Real estate,2951691000000
generation,detail,2004,2,GenX,U.S. government and municipal securities,36678000000
generation,detail,2004,2,Millennial,Annuities,33000000
generation,detail,2004,2,Millennial,Assets,168941000000
generation,detail,2004,2,Millennial,Consumer credit,38939000000
generation,detail,2004,2,Millennial,Consumer durables,44811000000
generation,detail,2004,2,Millennial,Corporate and foreign bonds,737000000
generation,detail,2004,2,Millennial,Corporate equities and mutual fund shares,3415000000
generation,detail,2004,2,Millennial,DB pension entitlements,457000000
generation,detail,2004,2,Millennial,DC pension entitlements,3397000000
generation,detail,2004,2,Millennial,Debt securities,1785000000
generation,detail,2004,2,Millennial,Deferred and unpaid life insurance premiums,108000000
generation,detail,2004,2,Millennial,Depository institutions loans n.e.c.,27000000
generation,detail,2004,2,Millennial,Deposits,12897000000
generation,detail,2004,2,Millennial,Financial assets,54100000000
generation,detail,2004,2,Millennial,Home mortgages,45228000000
generation,detail,2004,2,Millennial,Liabilities,84370000000
